name,role,profession,family,p index,year
a-hu-we-er,,,,320532,72.0522
a-hu-we-er,,,,134827,72.0529
a-hu-we-er,,,,390718,72.0529
a-hu-we-er,['intermediary'],,,124233,72.06
a-hu-we-er,['recipient'],,,127309,72.06
a-hu-we-er,,,,320577,72.0602
a-hu-we-er,['recipient'],,,102326,72.0624
a-hu-we-er,['recipient'],,,111985,72.0728
a-hu-we-er,,,,133890,72.0728
a-hu-we-er,['recipient'],,,210339,72.0729
a-hu-we-er,,,,126257,72.073
a-hu-we-er,,,,103237,72.0812
a-hu-we-er,,,,134828,72.0813
a-hu-we-er,['recipient'],,,128796,72.0814
a-hu-we-er,,,,103065,72.0901
a-hu-we-er,,,,106093,72.0908
a-hu-we-er,,,,103695,72.0919
a-hu-we-er,,,,106072,72.092
a-hu-we-er,,,,115459,72.0922
a-hu-we-er,['recipient'],,,103460,72.1022
a-hu-we-er,,,,106074,72.1024
a-hu-we-er,,,,108703,72.1103
a-hu-we-er,,,,128799,72.1122
a-hu-we-er,,,,122183,72.1128
a-hu-we-er,,,,212175,72.1128
a-hu-we-er,,,,407115,72.1213
a-hu-we-er,,,,115467,72.1223
a-hu-we-er,,,,124989,72.1224
a-hu-we-er,,,,218253,73.0111
a-hu-we-er,,,,330674,73.0111
a-hu-we-er,['recipient'],,,136259,73.0129
a-hu-we-er,,,,407935,73.0129
a-hu-we-er,,,,115471,73.023
a-hu-we-er,,,,124065,73.023
a-hu-we-er,['intermediary'],,,105954,73.03
a-hu-we-er,,,,407272,73.0325
a-hu-we-er,['intermediary'],,,123757,73.0326
a-hu-we-er,,,,103587,73.0328
a-hu-we-er,,,,102971,73.0329
a-hu-we-er,['recipient'],,,107875,73.0401
a-hu-we-er,,,,482078,73.0419
a-hu-we-er,,,,124394,73.05
a-hu-we-er,,,,103345,73.0502
a-hu-we-er,,,,102332,73.0808
a-hu-we-er,['recipient'],,,136277,73.0823
a-hu-we-er,,,,115903,73.0918
a-hu-we-er,,,,103447,73.092
a-hu-we-er,['recipient'],,,102854,73.0923
a-hu-we-er,,,,416410,73.1013
a-hu-we-er,,,,129762,73.1101
a-hu-we-er,,,,124492,73.1207
a-hu-we-er,,,,126153,73.1207
a-hu-we-er,,,,126644,73.121
a-hu-we-er,,,,128045,73.1229
a-hu-we-er,,,,103778,74.0109
a-hu-we-er,,,,102873,74.0209
a-hu-we-er,,,,103633,74.0211
a-hu-we-er,['recipient'],,,125760,74.0404
a-hu-we-er,,,,105961,74.0413
a-hu-we-er,,,,136284,74.0424
a-hu-we-er,,,,103768,74.043
a-hu-we-er,,,,101449,74.12
a-hu-we-er,,,,144527,75.01
a-hu-we-er,['recipient'],,,125008,75.0502
a-hu-we-er,,,,142907,77
a-hu-we-er,,,,103702,77.01
a-hu-we-er,['recipient'],,,106363,77.01
a-hu-we-er,['source'],,,115487,77.01
a-hu-we-er,['recipient'],,,144473,77.01
a-hu-we-er,,,,106359,77.0608
a-hu-we-er,,,,102977,77.08
a-hu-we-er,,,,127548,78.01
a-hu-we-er,['recipient'],,,104576,78.02
a-hu-we-er,['recipient'],,,111934,79.01
a-hu-we-er,['intermediary'],,,117253,79.09
a-hu-we-er,['recipient'],,,117253,79.09
a-hu-we-er,['recipient'],,,102878,79.0925
a-hu-we-er,,,,125930,79.0929
a-hu-we-er,['recipient'],,,144792,80.03
a-hu-we-er,['intermediary'],,,126387,80.04
a-hu-we-er,['recipient'],,,332036,80.1
a-hu-we-er,['source'],,,211957,80.12
a-hu-Å¡u-ni,,,,129753,
a-hu-Å¡u-ni-ta,['source'],,,117184,84.06
a-hu-Å¡u-ni,,,,101313,67
a-hu-Å¡u-ni,,agaÊ_us[soldier],,126779,68.0609
a-hu-Å¡u-ni,,sukkal[secretary],,143924,68.09
a-hu-Å¡u-ni,['intermediary'],sukkal[secretary],,124510,71.0618
a-hu-Å¡u-ni,,sukkal[secretary],,129473,72.101
a-hu-Å¡u-ni,['intermediary'],sukkal[secretary],,106284,74.0118
a-hu-Å¡u-ni,,,,126705,76.0508
a-hu]-ni-ta,,,,123588,64.0503
a-iâ‚ƒ-liâ‚‚-su,,ugula[overseer],,136177,
a-kab#?,,,,126276,
a-kal-la,['source'],muhaldim[cook],,104264,
a-kal-la,,ed[ascend],,105232,
a-kal-la,,,,105233,
a-kal-la,,,,107804,
a-kal-la,,dubsar[scribe],,123711,
a-kal-la,,,,332133,
a-kal-la-ta,,,,100781,
a-kal-la-ta,['source'],,,100782,55
a-kal-la-ta,['source'],,,129514,74.1
a-kal-la,,,,100769,51
a-kal-la,,,,125052,51
a-kal-la,,,,100699,55
a-kal-la,,,,100678,57
a-kal-la,,,,117684,57
a-kal-la,,,,117684,57
a-kal-la,,,,123533,61.09
a-kal-la,,,,100661,62
a-kal-la,,,,101552,64.12
a-kal-la,,,,375564,65.0018
a-ki-a,,Å¡agia[cup-bearer],,106298,
a-ki-a,,,,118421,62.12
a-ki-a,,nubanda[overseer],,292620,68.11
a-ki-zu,,,,118459,86
a-la-a,,,,470071,
a-la-a,['intermediary'],,,108706,73.01
a-la-la-a,,nar[musician],,122583,
a-la-laâ‚‚,,,,115468,60.01
a-la-mu,['recipient'],,,103690,
a-la-mu,['recipient'],,,103925,
a-la-mu,,,,103925,
a-la-mu,['intermediary'],,,104135,
a-la-mu,['recipient'],,,115917,
a-la-mu,['recipient'],,,117266,
a-la-mu,['intermediary'],,,131094,
a-la-mu,,,,134774,
a-la-mu,,,,135169,
a-la-mu,,,,414539,
a-la-mu-ta,,,,108690,
a-la-mu-ta,['source'],,,134728,
a-la-mu,['recipient'],,,107359,75.12
a-la-mu,,,,108676,77
a-la-mu,,,,108676,77
a-la-mu,['intermediary'],,,145511,77.08
a-la-mu,['recipient'],,,126062,79.08
a-la-mu,['recipient'],,,212173,83.06
a-la-mu,,,,145056,83.0727
a-la-ru-um,,sipad[shepherd],,131561,67.0118
a-la-ta,['source'],,,101345,
a-la-zum,,,,128120,
a-lalâ‚ƒ-la-lum,,,,115407,66.0623
a-li-ba-nu-uk-Å¡a-ba-aÅ¡,,ensik[ruler],,134700,71.01
a-li-um-mi,,,,323429,
a-li-Å¡u-ni,,,,125511,61.031
a-liâ‚‚-ah,,Å¡abra[administrator],,126313,
a-liâ‚‚-ah,,,,102635,71.0613
a-liâ‚‚-duâ‚Åâ‚€,,,,108674,
a-liâ‚‚-duâ‚Åâ‚€,,,,125945,67.0506
a-liâ‚‚-duâ‚Åâ‚€,,,,129432,72.1
a-liâ‚‚-ni-Å¡u,,,,128126,65.1204
a-lu-a,,Å¡abra[administrator],,126643,
a-lu-a,,Å¡abra[administrator],,126665,
a-lu-a,,Å¡abra[administrator],,126673,
a-lu-a,,Å¡abra[administrator],,456735,
a-lu-a,,Å¡abra[administrator],,126683,80.06
a-lum-gunâ‚ƒ-[a],,,,122693,79.0226
a-lum-me-il-lum,,MAR.TU[westerner],,103787,
a-luâ‚…-luâ‚…,,,,118415,
a-luâ‚…-luâ‚…,['source'],,,209864,
a-luâ‚…-luâ‚…,['intermediary'],,,118384,72.123
a-luâ‚…-luâ‚…,,,,144267,73
a-ma,,tur[small],,126276,
a-ma-an-ne-en,['intermediary'],sukkal[secretary],,332559,79.0924
a-ma-at,,,,126276,
a-mi-ir-dingir,,,,125025,
a-mi-ir-{d}Å¡ul-gi,,,,118469,65.0828
a-mi-ir-{d}Å¡ul-gi,,,,124861,66.0909
a-mi-ir-{d}Å¡ul-gi,,,,103263,68.0825
a-mi-ir-{d}Å¡ul-gi,,,,124911,69.0126
a-mi-ir-{d}Å¡ul-gi,,,,211607,71.0821
a-mi-ir-{d}Å¡ul-gi,,,,131590,74.1017
a-mu#-a,,kul[collect],,102526,64.0906
a-mu-a,,nubanda[overseer],,115902,70.1103
a-mu-a,,kul[collect],,111768,71.0217
a-mu-a,,nubanda[overseer],,104420,75.0913
a-mu-ni-numâ‚‚,,,,117196,63.1115
a-mun-ki-Å¡eâ‚ƒ,,,,106415,86.1215
a-mur#-dingir,['intermediary'],,,249019,85.12
a-mur-da-ku-um,,,,200533,71.0627
a-mur-dingir,['representative'],ragaba[rider],,103244,
a-mur-dingir,,,,105220,
a-mur-dingir,,ragaba[rider],,124402,
a-mur-dingir,,,,134727,
a-mur-dingir,,,,134775,
a-mur-dingir,,,,141776,
a-mur-dingir,,,,201042,
a-mur-dingir,,,,323429,
a-mur-dingir,,,,416202,
a-mur-dingir#,,,,323430,
a-mur-dingir-lum,,nubanda[overseer],,103844,72.07
a-mur-dingir-ta#,['source'],,,200026,
a-mur-dingir-ta,['source'],,,104018,74.1
a-mur-dingir-ta,['source'],,,144365,75.08
a-mur-dingir-ta,['source'],,,125959,76.08
a-mur-dingir-ta,['source'],,,126044,77.07
a-mur-dingir-ta,['source'],,,125951,79.09
a-mur-dingir-ta,['source'],,,116210,80
a-mur-dingir-ta,['source'],,,124619,80.0701
a-mur-dingir-ta,['source'],,,144782,80.09
a-mur-dingir-ta,['source'],,,102169,87
a-mur-dingir,,lu[person],,131597,69.06
a-mur-dingir,,lu[person],,107800,69.1228
a-mur-dingir,,lu[person],,113788,70.0114
a-mur-dingir,,lu[person],,123751,70.0123
a-mur-dingir,,,,144006,70.0127
a-mur-dingir,,lu[person],,104096,70.0225
a-mur-dingir,,,,416435,70.0316
a-mur-dingir,,lu[person],,134166,70.0322
a-mur-dingir,,lu[person],,101394,70.0506
a-mur-dingir,,lu[person],,114331,70.0509
a-mur-dingir,,lu[person],,105192,70.0515
a-mur-dingir,,,,131590,74.1017
a-mur-dingir,['representative'],ragaba[rider],,200532,75
a-mur-dingir,,,,116201,77.02
a-mur-dingir,['intermediary'],,,135151,81
a-mur-dingir,,ragaba[rider],,101761,81.0424
a-mur-dingir,['representative'],ragaba[rider],,101761,81.0424
a-mur-dingir,['representative'],,,144954,81.05
a-mur-dingir,['intermediary'],,,108749,83.1104
a-mur-dingir,['intermediary'],,,106266,84.02
a-mur-dingir,,,,106404,85.0217
a-mur-dingir,['source'],,,211340,85.0305
a-mur-dingir,['source'],,,131572,85.0713
a-mur-dingir,['source'],,,212204,85.1125
a-mur-dingir,['recipient'],,,103168,86.0104
a-mur-dingir,,,,118477,86.04
a-mur-dingir,,,,115530,86.0614
a-mur-dingir,,,,115529,86.0622
a-mur-dingir,,,,129498,86.101
a-mur-dingir,,,,406699,88.07
a-mur-eâ‚‚-a,,Å¡akkanak[general],,103282,
a-mur-eâ‚‚-a,,,,123439,
a-mur-eâ‚‚-a,,,,123674,
a-mur-eâ‚‚-a,,,,123713,
a-mur-eâ‚‚-a,,,,127740,
a-mur-eâ‚‚-a,,,,136225,
a-mur-eâ‚‚-a,['intermediary'],u[and],,136225,
a-mur-eâ‚‚-a,['recipient'],,,332547,
a-mur-eâ‚‚-a-ta,['source'],,,136225,
a-mur-eâ‚‚-a,,,,125518,61.0118
a-mur-eâ‚‚-a,,,,390916,64.0111
a-mur-eâ‚‚-a,,,,129461,64.0113
a-mur-eâ‚‚-a,,,,125585,64.0405
a-mur-eâ‚‚-a,,,,303691,64.0426
a-mur-eâ‚‚-a,,Å¡akkanak[general],,107633,64.07
a-mur-eâ‚‚-a,,,,107661,64.1129
a-mur-eâ‚‚-a,,,,123718,64.1204
a-mur-eâ‚‚-a,,,,417382,64.122
a-mur-eâ‚‚-a,,,,248901,65.0316
a-mur-eâ‚‚-a,,,,123295,65.0416
a-mur-eâ‚‚-a,,,,212132,65.0515
a-mur-eâ‚‚-a,,,,125864,65.1209
a-mur-eâ‚‚-a,,,,124466,66.002
a-mur-eâ‚‚-a,,,,104143,66.0807
a-mur-eâ‚‚-a,,,,107725,66.1007
a-mur-eâ‚‚-a,,,,131620,66.1125
a-mur-eâ‚‚-a,,,,469537,66.1219
a-mur-eâ‚‚-a,,,,201151,67.0427
a-mur-eâ‚‚-a,,,,126312,68.0101
a-mur-eâ‚‚-a,,,,123807,68.0724
a-mur-eâ‚‚-a,,,,292620,68.11
a-mur-eâ‚‚-a,,,,292620,68.11
a-mur-eâ‚‚-a,,,,144234,73.1205
a-mur-{d}suen,,,,430137,
a-mur-{d}suen,,,,407107,
a-mur-{d}suen,,,,103183,63
a-mur-{d}suen,,,,131588,63.123
a-mur-{d}suen,['source'],ensik[ruler],,134751,64
a-mur-{d}suen,,muhaldim[cook],,144238,73.07
a-mur-{d}suen,,,,144238,73.07
a-mur-{d}suen,['recipient'],Å¡abra[administrator],,113017,81.01
a-mur-{d}utu,,,,125934,
a-mur-{d}utu,,,,125934,
a-mur-{d}utu,,,,430138,
a-mur-{d}utu,,,,303465,59.12
a-mur-{d}utu,,,,101306,64.12
a-mur-{d}utu,,,,117567,64.1222
a-mur-{d}utu,,,,125523,66.09
a-mur-{d}utu,,,,125945,67.0506
a-mur-{d}Å¡ul-gi#,,,,126172,
a-mur-{d}Å¡ul-gi,,,,303447,66.0603
a-mur-{d}Å¡ul-gi,,,,128820,66.0722
a-mur-{d}Å¡ul-gi,,,,106562,68
a-mur-{d}Å¡ul-gi,,u[and],,212094,68.12
a-mur-{d}Å¡ul-gi,,,,108701,70.0701
a-mur-{d}Å¡ul-gi,,,,129473,72.101
a-mur-{d}Å¡ul-gi,,,,109323,73.1
a-mur-{d}Å¡ul-gi,,,,125964,74.0702
a-mur-{d}Å¡ul-gi,,,,108668,74.0821
a-mur-{d}Å¡ul-gi,['representative'],,,101802,75.09
a-mur-{d}Å¡ul-gi,,lu[person],,332559,79.0924
a-na#-ti-ta#,['source'],,,124313,
a-na-ah-iâ‚ƒ-liâ‚‚,,,,107828,71.0427
a-na-at-eâ‚‚-a,,,,116161,80.083
a-na-da-hul,,munus[woman],,108674,
a-na-ha,,,,117201,
a-na-luâ‚‚,['intermediary'],,,128948,
a-na-na,,,,292620,68.11
a-na-nu-um-dingir,,MAR.TU[westerner],,117475,62.0314
a-na-ti,,sukkal[secretary],,104307,
a-na-ti,,,,321080,59.07
a-na-ti,,,,125850,59.08
a-na-ti,['intermediary'],sukkal[secretary],,126455,70.0202
a-na-ti,,,,125941,71.01
a-na-ti,,ugula[overseer],,128336,71.03
a-na-ti,['representative'],sukkal[secretary],,211607,71.0821
a-na-ti,['representative'],sukkal[secretary],,126356,76.0816
a-na-ti,['representative'],sukkal[secretary],,125880,76.0906
a-na-ti,['representative'],sukkal[secretary],,130031,76.102
a-na-ti,,,,124928,79.12
a-na-ti,['representative'],sukkal[secretary],,115914,86.0903
a-na-ti,['representative'],sukkal[secretary],,115914,86.0903
a-na-tum,,ummia[expert],,126276,
a-na-um-ma,,,,134020,76.0813
a-ne-ti-ta-nu,,,,103785,70.0626
a-ni-me-eÅ¡â‚‚,,,,201505,
a-ni-ni,,,,131617,
a-ni-ni,,,,430443,
a-nu-il,,,,119911,66.0009
a-pi-la-Å¡a,['intermediary'],,,101452,
a-pi-la-Å¡a,,,,111954,
a-pi-la-Å¡a,,,,116194,
a-pi-la-Å¡a,,,,430143,
a-pi?-la#-Å¡a-am,,,,102586,84.0903
a-piâ‚…-la#-Å¡a,,,,123823,71.0716
a-puâ‚‚-a,,,,100983,71.1201
a-ra,,,,124915,71.01
a-ri#-du#-bu-uk,,lu[person],,381727,82.1207
a-ri-du-bu-uk,,lu[person],,116195,70.1001
a-ri-du-bu-uk,,lu[person],,103259,70.1008
a-ri-du-bu-uk,,lu[person],,131590,74.1017
a-ri-du-bu-uk,,lu[person],,104839,77.1124
a-ri-du-bu-uk,,lu[person],,107970,84.1214
a-ri-ib-a-tal,,lu[person],dumu bu-Å¡a-am,136226,74.1229
a-ri-ib-hu-ub-bi,,lu[person],,136226,74.1229
a-ri-za-nu-um,,MAR.TU[westerner],,115513,67.082
a-riâ‚‚-[x,['intermediary'],Å¡u[hand],,135047,60.0921
a-riâ‚‚-lum,,kugbabbar[silver],,103801,
a-riâ‚‚-x,,,,100987,81.002
a-tal-me-me,,,,123296,
a-tal-me-me,,,,123502,65.1
a-taâ‚‚-kalâ‚‚-Å¡um,,,,131661,
a-taâ‚‚-kalâ‚‚-Å¡um,,,,321031,
a-taâ‚‚-kalâ‚‚-Å¡um-e,,,,104590,
a-taâ‚‚-kalâ‚‚-Å¡um,,,,130415,74
a-taâ‚‚-kalâ‚‚-Å¡um,,uddatuÅ¡[jester],,125760,74.0404
a-taâ‚‚-kalâ‚‚-Å¡um,,,,117239,74.09
a-taâ‚‚-kalâ‚‚-Å¡um,,,,111797,74.0912
a-taâ‚‚-kalâ‚‚-Å¡um,,,,125012,79.0917
a-taâ‚‚-kalâ‚‚-Å¡um,,,,130309,79.1029
a-taâ‚‚-na-ah,,,,106855,56.06
a-ti-da,,,,112116,
a-ti-da,,,,112116,
a-ti-da,,,,126268,
a-ti-da-ta,['source'],,,131614,63.08
a-ti-da,,lu[person],,123262,65.01
a-ti-ma-tum,,,,134805,59.08
a-ti,['intermediary'],sukkal[secretary],,130031,76.102
a-tu!(SAR),['intermediary'],Å¡agia[cup-bearer],,113632,62.0327
a-tu-bandaâ‚ƒ{da},,,,201027,
a-tu-ki,,,,126455,70.0202
a-tu-ma-ma,,,,103394,
a-tu-ma-ma,,malah[sailor],,125966,
a-tu-ma-ma,,,,129503,
a-tu-ma-ma,,,,117209,63.06
a-tu-ma-ma,,,,116196,75.04
a-tu-ra,,sug[replace],,113951,
a-tu-ta,['source'],,,126746,18.08
a-tu-ta,['source'],,,115537,60.01
a-tu-ta,['source'],,,115537,60.01
a-tu-ta,['source'],,,125963,67.04
a-tu-ta,['source'],,,103248,67.0502
a-tu-ta,['source'],,,129515,74.1121
a-ur-ne-en,,,,124670,81.0415
a-uâ‚ƒ-da-il,,MAR.TU[westerner],,123489,
a-wa-an,,MAR.TU[westerner],,103951,69.09
a-wa-ar-ka,['intermediary'],sukkal[secretary],,130031,76.102
a-wa-ar,['representative'],ragaba[rider],,112126,67.0808
a-wa-at-iâ‚ƒ-liâ‚‚,,duh[bran],,257556,
a-wa-at-iâ‚ƒ-liâ‚‚,,,,101390,66.0929
a-wi-te-elâ‚„,,MAR.TU[westerner],,125444,
a-wi-x,,,,118422,18
a-x,,,,106862,
a-x-[...],,,,116889,
a-x-[...],,,,104162,62.09
a-x-[...],,,,119911,66.0009
a-x-[...],,,,134047,69
a-x-x,,,,430636,
a-x,,,,321023,61.08
a-x,,,,117619,65.0428
a-x,,,,117306,67.03
a-x,['intermediary'],,,200532,75
a-za,,engar[farmer],,125070,
a-za-ab,,,,144566,78.08
a-za-ak-za-gaz,['intermediary'],,,100329,74.06
a-za-ak-za-gazâ‚“(KUM),['intermediary'],,,107420,74.0821
a-za-ak-za-gazâ‚“(KUM),['intermediary'],,,107420,74.0821
a-za-ba-an,,,dumu ku-uÅ¡-lilâ‚‚-li,125945,67.0506
a-za-ba-an,,,dumu ku-uÅ¡-lilâ‚‚-li,117468,67.0527
a-za-ma-an,,,,101339,82.1102
a-za-ru-um-da-gi,,,,101313,67
a-za,['intermediary'],lu[person],,133994,71.02
a-zi-zi,,,,125958,
a-Å¡i-riâ‚‚-da,,ugula[overseer],,122691,
a:hu-ni,['source'],,,109513,63.1122
a?-ba-[...],,,,126534,78.08
a]-a-dingir-ta,,,,118459,86
a]-a-kal-la,,,,130753,85.0306
a]-ab-ba-ni,,,,123341,65.0221
a]-ba-{d}en-lilâ‚‚-ginâ‚‡-ta,,,,100986,81.0914
a]-ba-{d}en-lilâ‚‚-ginâ‚‡-ta,,,,103686,84.02
a]-biâ‚‚-siâ‚‚-im-ti,,tug[textile],,145557,75
a]-hu#-ni#-ta#,['source'],,,124335,74.03
a]-hu-ni-ta,,,,123606,62.0408
a]-hu-we-er-ta!,,,,115598,
a]-kal#-[la],,ensik[ruler],,235445,75.0221
a]-taâ‚‚-kalâ‚‚-Å¡um,,,,126438,
ab#-[ba-saâ‚†-ga-ta],['source'],,,111978,
ab#-[ba-saâ‚†-ga,,dab[seize],,249201,70.06
ab#-[ba-saâ‚†-ga,,dab[seize],,249201,70.06
ab#-[ba]-saâ‚†#-ga#-ta,['source'],,,145807,67.1027
ab#-[ba]-saâ‚†#-ga-[ta],['source'],,,126445,71.05
ab#-ba#-saâ‚†#-[ga-ta],,,,407063,73.09
ab#-ba#-saâ‚†#-[ga],,,,123808,69.0809
ab#-ba#-saâ‚†#-ga#-ta,,,,416464,70.0009
ab#-ba#-saâ‚†#-ga#,,,,234933,67
ab#-ba#-saâ‚†#-ga#,,,,234989,74.07
ab#-ba#-saâ‚†#?-[ga]-ta,['source'],,,125007,75.0222
ab#-ba#-saâ‚†-ga-ta,,,,212283,71.01
ab#-ba-gi-[na],,,,105974,74.11
ab#-ba-saâ‚†#-ga#-ta,,,,211838,68.0826
ab#-ba-saâ‚†-[ga,,dab[seize],,126589,
ab#-ba-saâ‚†-[ga-ta],,,,218206,73.101
ab#-ba-saâ‚†-[ga]-ta,,,,104179,70.0308
ab#-ba-saâ‚†-[ga]-ta,['source'],,,107802,70.0708
ab#-ba-saâ‚†-ga,,,,126273,
ab#-ba-saâ‚†-ga,,,,321031,
ab#-ba-saâ‚†-ga-ta#,,,,102876,70.1127
ab#-ba-saâ‚†-ga-ta,,,,118318,67.1127
ab#-ba-saâ‚†-ga-ta,,,,105879,70.0314
ab#-ba-saâ‚†-ga-ta,,,,416441,71.0926
ab#-ba-saâ‚†-ga-ta,['source'],,,124024,71.1019
ab#-ba-saâ‚†-ga-ta,,,,124058,72.043
ab#-ba-saâ‚†-ga-ta,,,,134829,72.1112
ab#-ba-saâ‚†-ga-ta,['source'],,,108706,73.01
ab#-ba-saâ‚†-ga-ta,,,,142906,73.0323
ab#-ba-saâ‚†-ga-ta,['source'],,,235089,73.1
ab#-ba-saâ‚†-ga-ta,,,,407177,75.0108
ab#-ba-saâ‚†-ga-ta,,,,118312,75.0324
ab#-ba-saâ‚†-ga,['recipient'],,,330153,74.08
ab#?-ba#?-saâ‚†#?-ga#?-ta,['source'],,,470068,69.0904
ab-<ba>-saâ‚†-ga,,teÅ‹[approach],,481068,
ab-<ba>-saâ‚†-ga-ta,['source'],,,126307,70.03
ab-[ba-kal-la?],,dubsar[scribe],,201000,80.01
ab-[ba-saâ‚†-ga-ta],['source'],,,104191,68.0805
ab-[ba-saâ‚†-ga-ta],,,,390944,70.09
ab-[ba-saâ‚†-ga-ta],['source'],,,134700,71.01
ab-[ba-saâ‚†-ga-ta],['source'],,,124063,72.0901
ab-[ba-saâ‚†-ga-ta],['source'],,,134850,73.0403
ab-[ba-saâ‚†-ga?],['recipient'],,,272552,65.09
ab-[ba]-saâ‚†#-ga#-ta#,['source'],,,123890,70.0709
ab-[ba]-saâ‚†-ga,['recipient'],,,110434,71.0321
ab-ba#-saâ‚†#-ga-ta#,['source'],,,123878,69.0026
ab-ba#-saâ‚†#-ga-ta,['source'],,,407056,75.0416
ab-ba#-saâ‚†-ga#-ta#,['source'],,,123875,69.1217
ab-ba#-saâ‚†-ga#-ta,['source'],,,123937,71.0418
ab-ba#-saâ‚†-ga,['recipient'],,,123814,71.0329
ab-ba#-saâ‚†-ga,['recipient'],,,102179,71.091
ab-ba-<<ba>>-saâ‚†-ga-ta,['source'],,,234942,68.03
ab-ba-[...],,,,129495,
ab-ba-[...],,,,129508,
ab-ba-[...],,,,430126,
ab-ba-[...],,,,456164,
ab-ba-[...],,,,330659,64.03
ab-ba-[...],,,,104548,73.05
ab-ba-[...],,,,125762,77.01
ab-ba-[...],,,,112327,77.0915
ab-ba-[...],,,,405504,77.0915
ab-ba-[saâ‚†-ga-ta],['source'],,,125953,
ab-ba-[saâ‚†-ga-ta],['source'],,,126143,
ab-ba-[saâ‚†-ga-ta],['source'],,,125963,67.04
ab-ba-[saâ‚†-ga-ta],['source'],,,130893,70.0314
ab-ba-[saâ‚†-ga-ta],['source'],,,135158,75.042
ab-ba-[saâ‚†-ga],,,,102442,
ab-ba-[saâ‚†-ga],,,,133858,
ab-ba-[saâ‚†-ga]-ta#,['source'],,,368373,73.12
ab-ba-[saâ‚†-ga]-ta,['source'],,,102329,72.1108
ab-ba-[saâ‚†-ga]-ta,['source'],,,407230,73.1201
ab-ba-[saâ‚†-ga]-ta,['source'],,,124661,74.082
ab-ba-[saâ‚†-ga],['recipient'],,,126388,62.12
ab-ba-[saâ‚†-ga],,,,117284,85.11
ab-ba-[saâ‚†]-ga#,['intermediary'],,,126170,
ab-ba-[saâ‚†]-ga-[ta],['source'],,,464285,73.0814
ab-ba-[saâ‚†]-ga-ta,['source'],,,126624,69.09
ab-ba-[saâ‚†]-ga-ta,['source'],,,103952,69.12
ab-ba-[saâ‚†]-ga-ta,['source'],,,102974,71.0117
ab-ba-[saâ‚†]-ga-ta,['source'],,,125479,73.0405
ab-ba-a-ta,['source'],,,131090,69
ab-ba-a-ta,['source'],,,117537,74.1119
ab-ba-a-ta,['source'],,,118354,86.04
ab-ba-a,['recipient'],,,116223,60.123
ab-ba-a,,,,131588,63.123
ab-ba-a,['intermediary'],,,124361,71.081
ab-ba-ba-ti,,,,125729,83.1124
ab-ba-du,,,,145118,85.1028
ab-ba-gi-na,,,,100278,
ab-ba-gi-na,,unud[cowherd],,108683,
ab-ba-gi-na,,,,117462,
ab-ba-gi-na,,unud[cowherd],,332152,
ab-ba-gi-na,,,,430547,
ab-ba-gi-na-ra,,,,100278,
ab-ba-gi-na-ta,,,,110469,47.04
ab-ba-gi-na,['intermediary'],,,118476,51.07
ab-ba-gi-na,,,,115953,62.07
ab-ba-gi-na,['intermediary'],unud[cowherd],,100739,66
ab-ba-gi-na,,dumu[child],,101313,67
ab-ba-iri,,,,100820,
ab-ba-iri,,,,102920,
ab-ba-iri,,,,113396,
ab-ba-iri,,,,105826,65.11
ab-ba-kal#-[la,,dab[seize],,124959,68.0524
ab-ba-kal#-la#,,,,218227,85.09
ab-ba-kal-[la],,,,134742,83.0516
ab-ba-kal-[la],,,,101011,86.07
ab-ba-kal-la,,,,102997,
ab-ba-kal-la,,,,102997,
ab-ba-kal-la,,,,103275,
ab-ba-kal-la,,,,103394,
ab-ba-kal-la,,,,103925,
ab-ba-kal-la,['recipient'],,,103925,
ab-ba-kal-la,,,,104224,
ab-ba-kal-la,,,,118536,
ab-ba-kal-la,,,,118536,
ab-ba-kal-la,,,,125029,
ab-ba-kal-la,,,,125649,
ab-ba-kal-la,,,,125649,
ab-ba-kal-la,,,,126383,
ab-ba-kal-la,,,,131682,
ab-ba-kal-la,,,,134774,
ab-ba-kal-la,,,,134775,
ab-ba-kal-la,,,,136306,
ab-ba-kal-la,,,,142368,
ab-ba-kal-la,,,,145512,
ab-ba-kal-la,,nagada[herdsman],,210320,
ab-ba-kal-la,,sipad[shepherd],,235388,
ab-ba-kal-la,,,,332290,
ab-ba-kal-la,,ud[sun],,332290,
ab-ba-kal-la,,,,429955,
ab-ba-kal-la,,,,212262,
ab-ba-kal-la-ta,['source'],,,104131,
ab-ba-kal-la-ta,['source'],,,202540,
ab-ba-kal-la-ta,['source'],,,100041,75
ab-ba-kal-la-ta,['source'],,,125675,83
ab-ba-kal-la-ta,['source'],,,303517,83
ab-ba-kal-la-ta,['source'],,,125729,83.1124
ab-ba-kal-la-ta,['source'],,,134964,83.12
ab-ba-kal-la-ta,['source'],,,126138,84
ab-ba-kal-la-ta,['source'],,,126103,84.02
ab-ba-kal-la-ta,['source'],,,130613,84.03
ab-ba-kal-la-ta,['source'],,,118531,84.07
ab-ba-kal-la-ta,['source'],,,124931,84.08
ab-ba-kal-la-ta,['source'],,,218163,84.09
ab-ba-kal-la-ta,['source'],,,291539,84.09
ab-ba-kal-la-ta,['source'],,,135129,84.12
ab-ba-kal-la-ta,['source'],,,118535,85
ab-ba-kal-la-ta,['source'],,,104262,86.05
ab-ba-kal-la-ta,['source'],,,131056,86.05
ab-ba-kal-la-ta,['source'],,,104265,86.1
