name,role,profession,family,p index,year
luâ‚‚-{d}nin-Å¡ubur,,Å¡abra[administrator],,136225,
luâ‚‚-{d}nin-Å¡ubur,,,,145800,
luâ‚‚-{d}nin-Å¡ubur,,,,200558,
luâ‚‚-{d}nin-Å¡ubur,,,,201363,
luâ‚‚-{d}nin-Å¡ubur,,,,320498,
luâ‚‚-{d}nin-Å¡ubur,,,,430350,
luâ‚‚-{d}nin-Å¡ubur,,,,430353,
luâ‚‚-{d}nin-Å¡ubur,,,,430354,
luâ‚‚-{d}nin-Å¡ubur,,,,430355,
luâ‚‚-{d}nin-Å¡ubur,,,,430356,
luâ‚‚-{d}nin-Å¡ubur,,,,430357,
luâ‚‚-{d}nin-Å¡ubur,,,,433574,
luâ‚‚-{d}nin-Å¡ubur,,,,235943,
luâ‚‚-{d}nin-Å¡ubur-ra,,en[cvne],,128071,
luâ‚‚-{d}nin-Å¡ubur-ta,['source'],,,378619,57.08
luâ‚‚-{d}nin-Å¡ubur-ta,['source'],,,116259,62.1115
luâ‚‚-{d}nin-Å¡ubur-ta,['source'],,,108696,64.07
luâ‚‚-{d}nin-Å¡ubur-ta,['source'],,,125038,72.06
luâ‚‚-{d}nin-Å¡ubur-ta,['source'],,,125519,74.11
luâ‚‚-{d}nin-Å¡ubur-ta,['source'],,,126108,77.04
luâ‚‚-{d}nin-Å¡ubur-ta,['source'],,,124928,79.12
luâ‚‚-{d}nin-Å¡ubur-Å¡eâ‚ƒ,,,,131089,69.01
luâ‚‚-{d}nin-Å¡ubur,,,,125053,51.12
luâ‚‚-{d}nin-Å¡ubur,,,dumu ur-gu-la,200999,61.05
luâ‚‚-{d}nin-Å¡ubur,,,,123339,61.0903
luâ‚‚-{d}nin-Å¡ubur,['source'],Å¡abra[administrator],,125873,62.0929
luâ‚‚-{d}nin-Å¡ubur,,,,128884,64.052
luâ‚‚-{d}nin-Å¡ubur,,,,123321,64.0527
luâ‚‚-{d}nin-Å¡ubur,,,,392636,64.0529
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],,,201469,64.1
luâ‚‚-{d}nin-Å¡ubur,,Å¡abra[administrator],,416199,65.01
luâ‚‚-{d}nin-Å¡ubur,,,,130409,65.0103
luâ‚‚-{d}nin-Å¡ubur,,,,320506,65.0619
luâ‚‚-{d}nin-Å¡ubur,,,,332359,65.0902
luâ‚‚-{d}nin-Å¡ubur,,,,330643,65.1008
luâ‚‚-{d}nin-Å¡ubur,,,,107699,65.101
luâ‚‚-{d}nin-Å¡ubur,,,,143748,65.12
luâ‚‚-{d}nin-Å¡ubur,,,,122147,66.0715
luâ‚‚-{d}nin-Å¡ubur,,,,123702,66.0901
luâ‚‚-{d}nin-Å¡ubur,,,,124861,66.0909
luâ‚‚-{d}nin-Å¡ubur,,,,332360,67.1
luâ‚‚-{d}nin-Å¡ubur,,,,126312,68.0101
luâ‚‚-{d}nin-Å¡ubur,,Å¡abra[administrator],,103905,68.1
luâ‚‚-{d}nin-Å¡ubur,,,,292620,68.11
luâ‚‚-{d}nin-Å¡ubur,,Å¡abra[administrator],,103172,69.0105
luâ‚‚-{d}nin-Å¡ubur,,Å¡abra[administrator],,100331,69.062
luâ‚‚-{d}nin-Å¡ubur,['recipient'],Å¡abra[administrator],,126162,69.1
luâ‚‚-{d}nin-Å¡ubur,,,,104606,70.03
luâ‚‚-{d}nin-Å¡ubur,,,,104606,70.03
luâ‚‚-{d}nin-Å¡ubur,['recipient'],Å¡abra[administrator],,130546,70.07
luâ‚‚-{d}nin-Å¡ubur,,Å¡abra[administrator],,106004,70.11
luâ‚‚-{d}nin-Å¡ubur,,dumu[child],,125941,71.01
luâ‚‚-{d}nin-Å¡ubur,,,,127443,71.01
luâ‚‚-{d}nin-Å¡ubur,,Å¡abra[administrator],,106345,71.0108
luâ‚‚-{d}nin-Å¡ubur,,,,111768,71.0217
luâ‚‚-{d}nin-Å¡ubur,,,,117227,71.0715
luâ‚‚-{d}nin-Å¡ubur,,,,122159,71.0929
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,118313,71.11
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,101427,72
luâ‚‚-{d}nin-Å¡ubur,,,,115454,72.06
luâ‚‚-{d}nin-Å¡ubur,,,,126509,72.09
luâ‚‚-{d}nin-Å¡ubur,,,,331989,72.09
luâ‚‚-{d}nin-Å¡ubur,,,,331989,72.09
luâ‚‚-{d}nin-Å¡ubur,,,,103425,72.1
luâ‚‚-{d}nin-Å¡ubur,['recipient'],Å¡abra[administrator],,136313,72.1
luâ‚‚-{d}nin-Å¡ubur,,Å¡abra[administrator],,113792,72.1014
luâ‚‚-{d}nin-Å¡ubur,,Å¡abra[administrator],,109323,73.1
luâ‚‚-{d}nin-Å¡ubur,,dubsar[scribe],,122895,75.0315
luâ‚‚-{d}nin-Å¡ubur,,Å¡abra[administrator],,117168,75.06
luâ‚‚-{d}nin-Å¡ubur,,dubsar[scribe],,108676,77
luâ‚‚-{d}nin-Å¡ubur,['recipient'],Å¡abra[administrator],,129478,77.01
luâ‚‚-{d}nin-Å¡ubur,,,,127827,77.1029
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,134014,79.0613
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,416439,79.0901
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,405455,80.0116
luâ‚‚-{d}nin-Å¡ubur,,,,124584,80.06
luâ‚‚-{d}nin-Å¡ubur,,,,124541,80.0713
luâ‚‚-{d}nin-Å¡ubur,,dubsar[scribe],,109345,81.01
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,128193,81.0127
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,101761,81.0424
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,100986,81.0914
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,101016,81.1207
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,303602,82.0404
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,134073,82.0416
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,211858,83.102
luâ‚‚-{d}nin-Å¡ubur,,,,125681,84.06
luâ‚‚-{d}nin-Å¡ubur,,,,125681,84.06
luâ‚‚-{d}nin-Å¡ubur,['source'],unud[cowherd],,115939,84.1
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,106394,84.1013
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,125979,84.1021
luâ‚‚-{d}nin-Å¡ubur,['intermediary'],dubsar[scribe],,330639,84.1024
luâ‚‚-{d}nin-Å¡ubur,,nubanda[overseer],,108667,85.1
luâ‚‚-{d}nin-Å¡ubur,,,,118510,85.1021
luâ‚‚-{d}suen,,Å‹ar[place],,100756,
luâ‚‚-{d}suen,,,,102361,
luâ‚‚-{d}suen,,lu[person],,106298,
luâ‚‚-{d}suen,,,,113204,
luâ‚‚-{d}suen,,nubanda[overseer],,115604,
luâ‚‚-{d}suen,,,,117288,
luâ‚‚-{d}suen,,,,123259,
luâ‚‚-{d}suen,,,,125958,
luâ‚‚-{d}suen,,Å¡eÅ¡[brother],,128026,
luâ‚‚-{d}suen,,,,128948,
luâ‚‚-{d}suen,,agaÊ_us[soldier],,202540,
luâ‚‚-{d}suen,,nubanda[overseer],,210404,
luâ‚‚-{d}suen,,,,430365,
luâ‚‚-{d}suen,,,,430366,
luâ‚‚-{d}suen,,,,430368,
luâ‚‚-{d}suen,,,,430563,
luâ‚‚-{d}suen,,,,457344,
luâ‚‚-{d}suen,,,,458711,
luâ‚‚-{d}suen#,,,,118497,
luâ‚‚-{d}suen#,,,,303588,
luâ‚‚-{d}suen#?,,,,118348,80.07
luâ‚‚-{d}suen-ta,['source'],,,101411,54.06
luâ‚‚-{d}suen-ta,['source'],,,128824,65
luâ‚‚-{d}suen-ta,['source'],,,210623,66
luâ‚‚-{d}suen-ta,['source'],,,125857,74.12
luâ‚‚-{d}suen-ta,['source'],,,106397,85.04
luâ‚‚-{d}suen,['recipient'],,,130871,63
luâ‚‚-{d}suen,,sukkal[secretary],,125839,65.0821
luâ‚‚-{d}suen,['intermediary'],dubsar[scribe],,145520,68.0217
luâ‚‚-{d}suen,,,,209822,69.01
luâ‚‚-{d}suen,,,,211337,71.0922
luâ‚‚-{d}suen,,,,113166,74.07
luâ‚‚-{d}suen,,,,100041,75
luâ‚‚-{d}suen,['intermediary'],dubsar[scribe],,234996,75.1207
luâ‚‚-{d}suen,,,,123842,75.1219
luâ‚‚-{d}suen,['intermediary'],dubsar[scribe],,117298,76.0223
luâ‚‚-{d}suen,['intermediary'],dubsar[scribe],,201023,76.0416
luâ‚‚-{d}suen,['intermediary'],dubsar[scribe],,290411,76.0416
luâ‚‚-{d}suen,['intermediary'],dubsar[scribe],,106242,76.0503
luâ‚‚-{d}suen,['intermediary'],dubsar[scribe],,107925,76.1215
luâ‚‚-{d}suen,['intermediary'],dubsar[scribe],,128632,76.1227
luâ‚‚-{d}suen,['intermediary'],dubsar[scribe],,332375,77.0204
luâ‚‚-{d}suen,,damgar[merchant],,124541,80.0713
luâ‚‚-{d}suen,,,,128338,83.01
luâ‚‚-{d}suen,,,,390964,83.04
luâ‚‚-{d}suen,,,,390964,83.04
luâ‚‚-{d}suen,,,,101435,83.05
luâ‚‚-{d}suen,,,,101435,83.05
luâ‚‚-{d}suen,,,,122602,83.06
luâ‚‚-{d}suen,,,,122602,83.06
luâ‚‚-{d}suen,['intermediary'],,,109784,83.0705
luâ‚‚-{d}suen,,,,212201,83.0913
luâ‚‚-{d}suen,,,,126138,84
luâ‚‚-{d}suen,,,,201139,84
luâ‚‚-{d}suen,,,,330493,84.07
luâ‚‚-{d}suen,,,,330493,84.07
luâ‚‚-{d}suen,,,,145138,85.07
luâ‚‚-{d}suen,,,,128858,86.03
luâ‚‚-{d}suen,,,,128858,86.03
luâ‚‚-{d}utu,,,,104224,
luâ‚‚-{d}utu,,,,104264,
luâ‚‚-{d}utu,,,,106157,
luâ‚‚-{d}utu,,,,107590,
luâ‚‚-{d}utu,['intermediary'],,,115591,
luâ‚‚-{d}utu,,,,117479,
luâ‚‚-{d}utu,,,,126268,
luâ‚‚-{d}utu,['intermediary'],,,128022,
luâ‚‚-{d}utu,['intermediary'],,,128108,
luâ‚‚-{d}utu,['source'],,,131645,
luâ‚‚-{d}utu,,,,135145,
luâ‚‚-{d}utu,,,,142083,
luâ‚‚-{d}utu,,,,390783,
luâ‚‚-{d}utu,,Å¡akkanak[general],,430238,
luâ‚‚-{d}utu,,,,430374,
luâ‚‚-{d}utu,,,,430375,
luâ‚‚-{d}utu,,,,430376,
luâ‚‚-{d}utu,,,,430544,
luâ‚‚-{d}utu,,,,456039,
luâ‚‚-{d}utu,,dubsar[scribe],,272553,
luâ‚‚-{d}utu#,,Å¡u[hand],,127616,72
luâ‚‚-{d}utu#,['intermediary'],,,104132,74.0929
luâ‚‚-{d}utu-ka,,,,113864,85.08
luâ‚‚-{d}utu-ra,,,,115541,
luâ‚‚-{d}utu-ta,['source'],,,117462,
luâ‚‚-{d}utu-ta,['source'],,,117462,
luâ‚‚-{d}utu-ta,['source'],,,272553,
luâ‚‚-{d}utu-ta,,,,134785,60.04
luâ‚‚-{d}utu-ta,['source'],,,131577,62.1
luâ‚‚-{d}utu-ta,['source'],,,117285,64.01
luâ‚‚-{d}utu-ta,['source'],,,201081,65.04
luâ‚‚-{d}utu-ta,['source'],,,210454,66.05
luâ‚‚-{d}utu-ta,['source'],,,106206,72.06
luâ‚‚-{d}utu-ta,['source'],,,125026,72.0921
luâ‚‚-{d}utu-ta,['source'],,,144212,73.09
luâ‚‚-{d}utu-ta,['source'],,,103144,73.12
luâ‚‚-{d}utu-ta,['source'],,,129513,73.12
luâ‚‚-{d}utu-ta,['source'],,,202529,74.04
luâ‚‚-{d}utu-ta,['source'],,,102866,74.111
luâ‚‚-{d}utu-ta,['source'],,,125593,76.09
luâ‚‚-{d}utu-ta,['source'],,,130319,77.08
luâ‚‚-{d}utu-ta,['source'],,,117294,81.06
luâ‚‚-{d}utu-ta,['source'],,,124563,84.0403
luâ‚‚-{d}utu-ta,['source'],,,118525,84.06
luâ‚‚-{d}utu-ta,['source'],,,104259,85.12
luâ‚‚-{d}utu,,,,102693,56
luâ‚‚-{d}utu,,,,102693,56
luâ‚‚-{d}utu,,,,102693,56
luâ‚‚-{d}utu,['intermediary'],Å¡akkanak[general],,130883,59.08
luâ‚‚-{d}utu,,,,200999,61.05
luâ‚‚-{d}utu,,,,200999,61.05
luâ‚‚-{d}utu,,,,123350,62.05
luâ‚‚-{d}utu,,,,131588,63.123
luâ‚‚-{d}utu,,,,131588,63.123
luâ‚‚-{d}utu,['recipient'],teÅ‹[approach],,135140,64
luâ‚‚-{d}utu,,,,101417,65.041
luâ‚‚-{d}utu,,,,101417,65.041
luâ‚‚-{d}utu,,,,101417,65.041
luâ‚‚-{d}utu,['intermediary'],,,126080,65.08
luâ‚‚-{d}utu,,sipad[shepherd],,113608,65.0913
luâ‚‚-{d}utu,['intermediary'],,,375856,65.1
luâ‚‚-{d}utu,['intermediary'],,,103357,66.1
luâ‚‚-{d}utu,['intermediary'],,,218225,69.06
luâ‚‚-{d}utu,,,,129513,73.12
luâ‚‚-{d}utu,,,,104594,74
luâ‚‚-{d}utu,,,,124335,74.03
luâ‚‚-{d}utu,,,,202529,74.04
luâ‚‚-{d}utu,['source'],,,104513,82.01
luâ‚‚-{d}utu,,,,145065,83.06
luâ‚‚-{d}utu,['intermediary'],dubsar[scribe],,106393,84.0621
luâ‚‚-{d}utu,,,,106064,85.1227
luâ‚‚-{d}x,,,,430282,
luâ‚‚-{d}x-[...],,,,200999,61.05
luâ‚‚-{d}x-[...],,,,128649,81
luâ‚‚-{d}x-x,,,,102365,
luâ‚‚-{d}x,,,,123196,65.0504
luâ‚‚-{d}x,,,,100331,69.062
luâ‚‚-{d}x,,,,414564,79.06
luâ‚‚-{d}Å¡araâ‚‚,['source'],lu[person],,100675,
luâ‚‚-{d}Å¡araâ‚‚,,Å¡akkanak[general],dumu ur-saâ‚†-ga,106225,
luâ‚‚-{d}Å¡araâ‚‚,,unud[cowherd],,332152,
luâ‚‚-{d}Å¡araâ‚‚,,unud[cowherd],,332152,
luâ‚‚-{d}Å¡araâ‚‚#?,,,,126312,68.0101
luâ‚‚-{d}Å¡araâ‚‚#?,,,,118445,75
luâ‚‚-{d}Å¡araâ‚‚-ka,,Å‹ar[place],,103942,
luâ‚‚-{d}Å¡araâ‚‚-ta,['source'],,,118466,83.01
luâ‚‚-{d}Å¡araâ‚‚,,,,131573,60
luâ‚‚-{d}Å¡araâ‚‚,['source'],unud[cowherd],,124956,68.08
luâ‚‚-{d}Å¡araâ‚‚,,Å¡abra[administrator],,127615,70.01
luâ‚‚-{d}Å¡araâ‚‚,,mu[year],,106004,70.11
luâ‚‚-{d}Å¡araâ‚‚,['source'],,dumu erâ‚ƒ-[...]-ta,125690,73.011
luâ‚‚-{d}Å¡araâ‚‚,,,,106236,73.08
luâ‚‚-{d}Å¡araâ‚‚,,,,106236,73.08
luâ‚‚-{d}Å¡araâ‚‚,,unud[cowherd],,115974,74.1017
luâ‚‚-{d}Å¡araâ‚‚,,,,273524,83.1
luâ‚‚-{d}Å¡araâ‚‚,,,dumu {d}en-lilâ‚‚-iâ‚ƒ-zu,201139,84
luâ‚‚-{d}Å¡araâ‚‚,,ensik[ruler],,130542,85.0621
luâ‚‚-{d}Å¡araâ‚‚?,,,,430565,
luâ‚‚-{d}Å¡u-x,,,,128600,71.1028
luâ‚‚-{d}Å¡u-{d}suen,,,dumu lugal-maâ‚‚-gurâ‚ˆ-re,212172,80.0807
luâ‚‚-{d}Å¡u-{d}suen,,,,125909,85.1017
luâ‚‚-{d}Å¡ul-gi,,,,102950,
luâ‚‚-{d}Å¡ul-gi,['intermediary'],,,103838,
luâ‚‚-{d}Å¡ul-gi,,,,202540,
luâ‚‚-{d}Å¡ul-gi-ra-Å¡eâ‚ƒ,,,,100278,
luâ‚‚-{d}Å¡ul-gi-ra,,,,129461,64.0113
luâ‚‚-{d}Å¡ul-gi-ra,,,,134239,70.0408
luâ‚‚-{d}Å¡ul-gi-ra,,bisaÅ‹dubak[archivist],,113166,74.07
luâ‚‚-{d}Å¡ul-gi-ra,,,,112432,79
luâ‚‚-{d}Å¡ul-gi-ra,,,,100794,84
luâ‚‚-{d}Å¡ul-gi-ta,,,,129506,
luâ‚‚-{d}Å¡ul-gi-ta,['source'],,,113867,71.02
luâ‚‚-{d}Å¡ul-gi,,,,131597,69.06
luâ‚‚-{d}Å¡ul-gi,,,,115475,75.0318
luâ‚‚-{geÅ¡}gigir,,,,332400,
luâ‚‚-{geÅ¡}gigir,,,,378619,57.08
luâ‚‚-{geÅ¡}gigir,,,,125962,68.01
luâ‚‚-{geÅ¡}gigir,,,,125665,77.11
luâ‚‚-{geÅ¡}gigir?,,,dumu ba-an-zi-ge,235934,69.06
luâ‚‚-{geÅ¡}Å¡inig,,,,126276,
luâ‚‚-Å¡a-[lim-ta],['source'],,,117210,75.1015
luâ‚‚-Å¡a-[lim],,,,332286,
luâ‚‚-Å¡a-[lim],,,,390938,77.1207
luâ‚‚-Å¡a-[lim],,,,128195,82.0608
luâ‚‚-Å¡a-lim,,,,102874,
luâ‚‚-Å¡a-lim,,,,104131,
luâ‚‚-Å¡a-lim,['representative'],,,104219,
luâ‚‚-Å¡a-lim,,nubanda[overseer],,110433,
luâ‚‚-Å¡a-lim,,,,123359,
luâ‚‚-Å¡a-lim,,,,125958,
luâ‚‚-Å¡a-lim,,,,125958,
luâ‚‚-Å¡a-lim,,,,127740,
luâ‚‚-Å¡a-lim,,,,129499,
luâ‚‚-Å¡a-lim,,,,129505,
luâ‚‚-Å¡a-lim,['representative'],,,129509,
luâ‚‚-Å¡a-lim,,lu[person],,129523,
luâ‚‚-Å¡a-lim,,nubanda[overseer],,134723,
luâ‚‚-Å¡a-lim,,,,135107,
luâ‚‚-Å¡a-lim,,,,136225,
luâ‚‚-Å¡a-lim,,,,144045,
luâ‚‚-Å¡a-lim,['recipient'],,,201204,
luâ‚‚-Å¡a-lim,['recipient'],,,290693,
luâ‚‚-Å¡a-lim,,,,430369,
luâ‚‚-Å¡a-lim,,,,430370,
luâ‚‚-Å¡a-lim,,,,455728,
luâ‚‚-Å¡a-lim-ta,,,,131665,
luâ‚‚-Å¡a-lim-ta,['source'],,,130424,73.0604
luâ‚‚-Å¡a-lim-ta,['source'],,,113800,74.03
luâ‚‚-Å¡a-lim-ta,['source'],,,116800,74.05
luâ‚‚-Å¡a-lim-ta,['source'],,,117537,74.1119
luâ‚‚-Å¡a-lim-ta,['source'],,,125783,75.09
luâ‚‚-Å¡a-lim,,,,101384,55.08
luâ‚‚-Å¡a-lim,,,,102134,58.1
luâ‚‚-Å¡a-lim,['intermediary'],lu[person],,125511,61.031
luâ‚‚-Å¡a-lim,,,,108694,61.0701
luâ‚‚-Å¡a-lim,,,,131588,63.123
luâ‚‚-Å¡a-lim,,nubanda[overseer],,127361,65.0504
luâ‚‚-Å¡a-lim,,nubanda[overseer],,142635,65.1115
luâ‚‚-Å¡a-lim,,nubanda[overseer],,429788,66.0826
luâ‚‚-Å¡a-lim,,nubanda[overseer],,292620,68.11
luâ‚‚-Å¡a-lim,,nubanda[overseer],,101317,69.07
luâ‚‚-Å¡a-lim,,,,390819,69.1
luâ‚‚-Å¡a-lim,,nubanda[overseer],,112842,71.0319
luâ‚‚-Å¡a-lim,,nubanda[overseer],,117227,71.0715
luâ‚‚-Å¡a-lim,,nubanda[overseer],,122159,71.0929
luâ‚‚-Å¡a-lim,,,,331989,72.09
luâ‚‚-Å¡a-lim,['intermediary'],,,129510,72.11
luâ‚‚-Å¡a-lim,,,,129511,73.0214
luâ‚‚-Å¡a-lim,,,,129511,73.0214
luâ‚‚-Å¡a-lim,['intermediary'],,,130424,73.0604
luâ‚‚-Å¡a-lim,['intermediary'],,,130424,73.0604
luâ‚‚-Å¡a-lim,['source'],,,130424,73.0604
luâ‚‚-Å¡a-lim,,,,122144,73.0927
luâ‚‚-Å¡a-lim,['intermediary'],,,134777,73.0928
luâ‚‚-Å¡a-lim,['intermediary'],ud[sun],,134777,73.0928
luâ‚‚-Å¡a-lim,['intermediary'],,,134777,73.0928
luâ‚‚-Å¡a-lim,['intermediary'],,,144234,73.1205
luâ‚‚-Å¡a-lim,['intermediary'],gardu[soldier],,109321,74.0313
luâ‚‚-Å¡a-lim,,,,202529,74.04
luâ‚‚-Å¡a-lim,['intermediary'],lu[person],,112104,74.0508
luâ‚‚-Å¡a-lim,,,,104184,74.1106
luâ‚‚-Å¡a-lim,,,,129516,75
luâ‚‚-Å¡a-lim,,,,145114,75
luâ‚‚-Å¡a-lim,,,,200532,75
luâ‚‚-Å¡a-lim,['intermediary'],,,117210,75.1015
luâ‚‚-Å¡a-lim,,,,123842,75.1219
luâ‚‚-Å¡a-lim,['representative'],,,128927,76
luâ‚‚-Å¡a-lim,['representative'],,,111926,76.0917
luâ‚‚-Å¡a-lim,['intermediary'],,,103102,78.02
luâ‚‚-Å¡a-lim,,,,117277,78.0902
luâ‚‚-Å¡a-lim,,,,124928,79.12
luâ‚‚-Å¡a-lim,,,,117545,80.0719
luâ‚‚-Å¡a-lim,,,,118482,80.0719
luâ‚‚-Å¡a-lim,,,,117465,80.112
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,103834,82.01
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,106148,82.0608
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,332561,82.0728
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,248730,82.0907
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,125847,82.1006
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,125871,82.101
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,100227,83.01
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,109783,83.01
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,128629,83.0101
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,303631,83.0128
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,106134,83.0205
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,128854,83.0213
luâ‚‚-Å¡a-lim,['intermediary'],,,125825,83.06
luâ‚‚-Å¡a-lim,,dubsar[scribe],,104572,83.0604
luâ‚‚-Å¡a-lim,,,,104572,83.0604
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,128933,83.07
luâ‚‚-Å¡a-lim,['intermediary'],,,145841,83.0702
luâ‚‚-Å¡a-lim,,,,109784,83.0705
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,464910,83.0712
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,126528,83.1103
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,145843,84.06
luâ‚‚-Å¡a-lim,['intermediary'],,,125423,84.09
luâ‚‚-Å¡a-lim,,,,125651,84.0901
luâ‚‚-Å¡a-lim,,,,391005,84.0908
luâ‚‚-Å¡a-lim,,,,145844,84.0916
luâ‚‚-Å¡a-lim,,,,124570,84.0922
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,103070,84.1
luâ‚‚-Å¡a-lim,['intermediary'],dubsar[scribe],,135243,84.1
luâ‚‚-Å¡a-lim,['representative'],,,104622,84.1115
luâ‚‚-Å¡a-lim,['representative'],,,126171,84.1116
luâ‚‚-Å¡a-lim,['representative'],,,131572,85.0713
luâ‚‚-Å¡a-lim,,,,453954,85.0723
luâ‚‚-Å¡a-lim,['representative'],,,212204,85.1125
luâ‚‚-Å¡a-lim,['intermediary'],,,125700,85.12
luâ‚‚-Å¡a-lim,,,,130527,85.12
luâ‚‚-Å¡a-lim,,,,115529,86.0622
luâ‚‚-Å¡a?-lim,['representative'],,,141776,
luâ‚‚-Å¡ubur,,,,117024,
luâ‚‚?-[...],,,,122584,
luâ‚‚?-[...],,,,125714,76.063
luâ‚‚?-dingir-ra-ta,['source'],,,126010,67.0304
luâ‚‚?-dingir-ta!,,,,142133,81.06
luâ‚‚]-dingir-ra-ta,,,,115606,64.0512
luâ‚‚]-dingir-ra,,,,105238,60.03
luâ‚‚]-dingir-ta,,,,132075,65.0905
luâ‚‚]-urâ‚„-Å¡aâ‚ƒ-ga-ta,,,,106369,78.0627
luâ‚‚]-{d}en-ki,,sukkal[secretary],,122864,77.0809
luâ‚‚]-{d}nin-girâ‚‚-su,,,,117257,82.093
luâ‚‚]-Å¡a-lim,,dubsar[scribe],,234885,
luâ‚…-uâ‚‚-mu,,,,430202,
luâ‚…-uâ‚‚-mu,,,,145102,84.12
luâ‚…-zi,['recipient'],,,126272,
luâ‚…-zi,['intermediary'],,,124361,71.081
luâ‚…-zi,['recipient'],,,126279,72.0927
ma#-al#-kum-Å¡eâ‚ƒ,,,,234882,82
ma#-ar#-hu#-ni#,,lu[person],,416204,68.1111
ma#-na-a#?,,nubanda[overseer],,124856,65.1015
ma-<nu>-um-ki-{d}Å¡ul-gi,,,,145123,
ma-<nu>-um-ki-{d}Å¡ul-gi,,,,430413,
ma-NE-Å¡eâ‚ƒ,,,,124671,81.1106
ma-[...],,,,332352,
ma-[Å¡u,['intermediary'],,,123608,18
ma-[Å¡um],,,,134747,67.01
ma-a-ma,,,,131571,
ma-al-kum-Å¡eâ‚ƒ,,,,106440,75.0008
ma-al-kum-Å¡eâ‚ƒ,,,,124495,75.0105
ma-al-kum-Å¡eâ‚ƒ,,,,135114,77.0907
ma-al-kum-Å¡eâ‚ƒ,,,,106043,79.0512
ma-an-ba,,,,106157,
ma-an-ba,,,,107565,
ma-an-ba,,,,201377,
ma-an-ba,,,,406887,
ma-an-ba-ta,['source'],,,100782,55
ma-an-ga-ga,,,,142302,85.1
ma-an-gi,,nita[male],,108674,
ma-an-ki-{d}Å¡ul-gi,['intermediary'],,,134691,76.0317
ma-an-nu-a,,nubanda[overseer],,104949,
ma-an-nu-um-iâ‚ƒ-liâ‚‚,,kuÅ¡[official],,124510,71.0618
ma-an-numâ‚‚-ki-{d}Å¡ul-gi,,,,125966,
ma-an-numâ‚‚-ki-{d}Å¡ul-gi-ra-ta,['source'],,,129422,62.05
ma-an-za-tum,,,,125689,78.1128
ma-an-zi-da,,,,100317,77.06
ma-an-ziâ‚ƒ-keâ‚„,,,,106856,
ma-an?-a-aÅ¡â‚‚?-tum,,,,113795,73.0829
ma-ar-hu-ni,,lu[person],,113157,67.0817
ma-ar-hu-ni,,,,109660,71.0305
ma-ar-hu-ni,,,,109224,71.083
ma-ar-hu-ni,,lu[person],,212008,72.081
ma-ar-hu-ni,,lu[person],,142961,73.0805
ma-ar-hu-ni,,,,117409,74.01
ma-at-dingir,,,,125941,71.01
ma-at-giâ‚„-giâ‚„,,galamah[singer],,118472,71.1229
ma-at-iâ‚ƒ-liâ‚‚,,,,104131,
ma-at-iâ‚ƒ-liâ‚‚,,,,290693,
ma-at-iâ‚ƒ-liâ‚‚-[ta],['source'],,,201163,
ma-at-iâ‚ƒ-liâ‚‚-ta,['source'],,,272553,
ma-at-iâ‚ƒ-liâ‚‚-ta,['source'],,,134751,64
ma-at-iâ‚ƒ-liâ‚‚-ta,['source'],,,126121,77.05
ma-at-iâ‚ƒ-liâ‚‚,,mu[year],,104217,62.03
