id,source,target,p_index,year,type,source's role,target's role
1,1,176,103607,Shu-Suen.03.03.00 (us2 year),Undirected,['intermediary'],['intermediary']
2,1,321,103607,Shu-Suen.03.03.00 (us2 year),Undirected,['intermediary'],['intermediary']
3,176,321,103607,Shu-Suen.03.03.00 (us2 year),Undirected,['intermediary'],['intermediary']
4,1,1,104504,Shu-Suen.09.12.00,Directed,['recipient'],['recipient']
5,1,1,112844,Shu-Suen.08.10.00,Directed,['recipient'],['recipient']
6,1,1,118536,00.00.00.00,Directed,['recipient'],['recipient']
7,1,1,118537,Shu-Suen.08.00.00,Directed,['recipient'],['recipient']
8,1,179,124931,Shu-Suen.09.08.00,Directed,['source'],['intermediary']
9,1,1,125709,Ibbi-Suen.01.00.00,Directed,['recipient'],['recipient']
10,1,1,126034,Shu-Suen.09.02.00,Directed,['recipient'],['recipient']
11,1,1,126113,Shu-Suen.09.08.00,Directed,['recipient'],['recipient']
12,279,1,126384,Shu-Suen.09.12.00,Directed,['source'],['recipient']
13,279,1,126384,Shu-Suen.09.12.00,Directed,['source'],['recipient']
14,159,1,126386,Shu-Suen.09.07.00,Directed,['source'],['recipient']
15,159,1,126386,Shu-Suen.09.07.00,Directed,['source'],['recipient']
16,279,1,126394,Shu-Suen.09.05.00,Directed,['source'],['recipient']
17,279,1,126394,Shu-Suen.09.05.00,Directed,['source'],['recipient']
18,1,331,131056,Ibbi-Suen.02.05.00,Directed,['source'],['intermediary']
19,1,987,131056,Ibbi-Suen.02.05.00,Directed,['source'],['recipient']
20,331,987,131056,Ibbi-Suen.02.05.00,Directed,['intermediary'],['recipient']
21,1,1,134743,Shu-Suen.09.08.22,Directed,['recipient'],['recipient']
22,1,1,201139,Shu-Suen.09.00.00,Directed,['recipient'],['recipient']
23,1,1,210199,Shu-Suen.08.11.00,Directed,['recipient'],['recipient']
24,1,1,212351,Shu-Suen.09.08.00,Directed,['recipient'],['recipient']
25,1,1006,291539,Shu-Suen.09.09.00,Directed,['source'],['intermediary']
26,2,3,100189,Shulgi.46.08.05,Directed,['source'],['recipient']
27,2,3,100191,Amar-Suen.01.03.24,Directed,['source'],['recipient']
28,2,3,100211,Amar-Suen.01.12.11,Directed,['source'],['recipient']
29,2,22,100230,Amar-Suen.08.12.16,Directed,['source'],['representative']
30,2,3,100265,Amar-Suen.01.04.16,Directed,['source'],['recipient']
31,2,9,100336,Shulgi.46.08.00,Directed,['source'],['recipient']
32,9,93,101307,Shulgi.46.12.00,Directed,['source'],['intermediary']
33,9,2,101307,Shulgi.46.12.00,Directed,['source'],['recipient']
34,93,2,101307,Shulgi.46.12.00,Directed,['intermediary'],['recipient']
35,2,43,101414,Shulgi.47.00.00 (us2 year),Directed,['source'],['recipient']
36,2,3,101770,Shulgi.48.08.21,Directed,['source'],['recipient']
37,2,28,102135,Amar-Suen.06.03.23,Directed,['source'],['recipient']
38,2,3,102188,Shulgi.47.01.05 (us2 year),Directed,['source'],['recipient']
39,10,2,102310,Amar-Suen.02.02.28,Directed,['source'],['recipient']
40,10,2,102330,Amar-Suen.06.11.14,Directed,['source'],['recipient']
41,2,11,102460,Amar-Suen.08.12.17,Directed,['source'],['representative']
42,2,28,102695,Amar-Suen.06.01.28,Directed,['source'],['recipient']
43,2,28,102696,Amar-Suen.06.02.05,Directed,['source'],['recipient']
44,2,3,102699,Shulgi.47.04.22 (us2 year),Directed,['source'],['recipient']
45,9,2,102700,Shulgi.47.09.00 (us2 year),Directed,['source'],['recipient']
46,2,3,102703,Amar-Suen.01.03.12,Directed,['source'],['recipient']
47,2,74,102818,Shulgi.47.04.15 (us2 year),Directed,['source'],['recipient']
48,2,265,102820,Amar-Suen.02.03.27,Directed,['source'],['recipient']
49,2,28,102823,Amar-Suen.06.11.23,Directed,['source'],['recipient']
50,10,2,102903,Amar-Suen.01.11.09,Directed,['source'],['recipient']
51,10,2,102916,Amar-Suen.02.06.12,Directed,['source'],['recipient']
52,5,2,102947,Amar-Suen.01.07.30,Directed,['source'],['new owner']
53,10,2,102970,Amar-Suen.03.11.04,Directed,['source'],['recipient']
54,10,2,102993,Amar-Suen.04.05.08,Directed,['source'],['recipient']
55,10,2,103023,Amar-Suen.06.03.22,Directed,['source'],['recipient']
56,10,2,103031,Amar-Suen.04.10.05,Directed,['source'],['recipient']
57,10,2,103032,Amar-Suen.08.09.09,Directed,['source'],['recipient']
58,10,2,103042,Amar-Suen.06.03.16,Directed,['source'],['recipient']
59,10,2,103063,Amar-Suen.02.08.06,Directed,['source'],['recipient']
60,2,3,103078,Shulgi.48.07.24,Directed,['source'],['recipient']
61,10,2,103081,Amar-Suen.02.04.09,Directed,['source'],['recipient']
62,10,2,103140,Amar-Suen.06.08.19,Directed,['source'],['recipient']
63,10,2,103195,Amar-Suen.06.03.06,Directed,['source'],['recipient']
64,2,74,103222,Amar-Suen.01.01.00,Directed,['source'],['recipient']
65,2,9,103233,Shulgi.46.08.00,Directed,['source'],['recipient']
66,10,2,103249,Amar-Suen.02.02.02,Directed,['source'],['recipient']
67,2,3,103344,Shulgi.48.07.12,Directed,['source'],['recipient']
68,10,2,103421,Amar-Suen.02.04.24,Directed,['source'],['recipient']
69,111,2,103444,Amar-Suen.08.02.13,Directed,['source'],['recipient']
70,111,2,103454,Amar-Suen.08.02.09,Directed,['source'],['recipient']
71,2,28,103461,Amar-Suen.06.09.25,Directed,['source'],['recipient']
72,111,2,103481,Amar-Suen.08.04.06,Directed,['source'],['recipient']
73,10,2,103488,Amar-Suen.02.01.21,Directed,['source'],['recipient']
74,2,365,103506,Amar-Suen.05.00.00,Directed,['source'],['representative']
75,111,2,103626,Amar-Suen.08.02.10,Directed,['source'],['recipient']
76,10,2,103649,Amar-Suen.04.09.05,Directed,['source'],['recipient']
77,10,2,103653,Amar-Suen.02.11.30,Directed,['source'],['recipient']
78,111,2,103660,Amar-Suen.08.01.23,Directed,['source'],['recipient']
79,10,2,103669,Amar-Suen.07.02.02,Directed,['source'],['recipient']
80,10,2,103692,Amar-Suen.03.10.28,Directed,['source'],['recipient']
81,2,28,103694,Amar-Suen.04.01.04 (us2 year),Directed,['source'],['recipient']
82,10,2,103728,Amar-Suen.02.02.04,Directed,['source'],['recipient']
83,2,28,103734,Amar-Suen.04.05.09,Directed,['source'],['recipient']
84,2,3,103751,Shulgi.47.08.04 (us2 year),Directed,['source'],['recipient']
85,10,2,103771,Amar-Suen.02.07.17,Directed,['source'],['recipient']
86,10,2,103779,Amar-Suen.02.12.00,Directed,['source'],['recipient']
87,10,2,103781,Amar-Suen.02.06.03,Directed,['source'],['recipient']
88,10,2,103824,Amar-Suen.07.11.14,Directed,['source'],['recipient']
89,10,2,103830,Amar-Suen.04.08.15,Directed,['source'],['recipient']
90,2,11,103858,Amar-Suen.03.03.23,Directed,['source'],['representative']
91,9,2,103887,Amar-Suen.01.06.11,Directed,['source'],['recipient']
92,2,3,103904,Amar-Suen.01.05.00,Directed,['source'],['recipient']
93,111,2,103967,Amar-Suen.08.02.07,Directed,['source'],['recipient']
94,10,2,103989,Amar-Suen.04.09.01,Directed,['source'],['recipient']
95,10,2,104000,Amar-Suen.02.12.04,Directed,['source'],['recipient']
96,426,2,104113,Amar-Suen.07.06.00,Directed,['source'],['recipient']
97,2,308,104185,Amar-Suen.06.01.00,Directed,['source'],['representative']
98,492,2,104714,Amar-Suen.01.09.22,Directed,['source'],['recipient']
99,2,9,104759,"Shulgi.46.03.02, Shulgi.46.03.06",Directed,['source'],['recipient']
100,10,2,105155,Amar-Suen.08.09.18,Directed,['source'],['recipient']
101,2,3,105832,Shulgi.47.01.29 (us2 year),Directed,['source'],['recipient']
102,10,2,105835,Amar-Suen.01.08.23,Directed,['source'],['recipient']
103,10,2,105845,Amar-Suen.02.04.18,Directed,['source'],['recipient']
104,10,2,105846,Amar-Suen.02.05.07,Directed,['source'],['recipient']
105,2,3,105864,Amar-Suen.02.08.26,Directed,['source'],['recipient']
106,10,2,105867,Amar-Suen.03.12.17,Directed,['source'],['recipient']
107,10,2,105877,Amar-Suen.04.02.15 (us2 year),Directed,['source'],['recipient']
108,10,2,105888,Amar-Suen.04.10.02,Directed,['source'],['recipient']
109,10,2,105902,Amar-Suen.04.07.17,Directed,['source'],['recipient']
110,2,304,105920,Amar-Suen.05.02.13,Directed,['source'],['intermediary']
111,2,79,105920,Amar-Suen.05.02.13,Directed,['source'],['recipient']
112,304,79,105920,Amar-Suen.05.02.13,Directed,['intermediary'],['recipient']
113,2,332,106024,Shu-Suen.01.02.30,Undirected,['source'],['intermediary']
114,2,541,106024,Shu-Suen.01.02.30,Undirected,['source'],['intermediary']
115,332,541,106024,Shu-Suen.01.02.30,Undirected,['intermediary'],['intermediary']
116,2,28,106073,Amar-Suen.06.10.07,Directed,['source'],['recipient']
117,2,28,106086,Amar-Suen.06.11.14,Directed,['source'],['recipient']
118,10,2,106108,Amar-Suen.02.01.25,Directed,['source'],['recipient']
119,2,3,106174,Shulgi.46.05.23,Directed,['source'],['recipient']
120,2,74,106175,Shulgi.47.04.00 (us2 year),Directed,['source'],['recipient']
121,111,2,106239,Amar-Suen.08.03.20,Directed,['source'],['recipient']
122,2,28,106625,Amar-Suen.08.12.23,Directed,['source'],['recipient']
123,2,3,107609,Shulgi.46.03.04,Directed,['source'],['recipient']
124,2,74,107613,Shulgi.46.03.27,Directed,['source'],['representative']
125,2,3,107614,Shulgi.46.04.06,Directed,['source'],['recipient']
126,2,3,107615,Shulgi.46.04.12,Directed,['source'],['recipient']
127,2,3,107616,Shulgi.46.04.20,Directed,['source'],['recipient']
128,2,3,107618,Shulgi.46.04.23,Directed,['source'],['recipient']
129,2,9,107619,Shulgi.46.04.25,Directed,['source'],['recipient']
130,2,3,107642,Shulgi.46.08.03,Directed,['source'],['recipient']
131,2,9,107648,Shulgi.46.09.13,Directed,['source'],['recipient']
132,2,3,107656,Shulgi.46.10.29,Directed,['source'],['recipient']
133,2,3,107657,Shulgi.46.11.01,Directed,['source'],['recipient']
134,2,9,107658,Shulgi.46.11.15,Directed,['source'],['recipient']
135,2,9,107662,Shulgi.46.11.30,Directed,['source'],['recipient']
136,2,3,107673,Shulgi.47.01.18 (us2 year),Directed,['source'],['recipient']
137,2,11,107680,Shulgi.47.03.14 (us2 year),Directed,['source'],['representative']
138,2,3,107683,Shulgi.47.04.16 (us2 year),Directed,['source'],['recipient']
139,2,3,107684,Shulgi.47.04.27 (us2 year),Directed,['source'],['recipient']
140,2,3,107687,Shulgi.47.05.13 (us2 year),Directed,['source'],['recipient']
141,2,11,107690,Shulgi.47.06.15 (us2 year),Undirected,['source'],['representative']
142,2,392,107690,Shulgi.47.06.15 (us2 year),Undirected,['source'],['representative']
143,11,392,107690,Shulgi.47.06.15 (us2 year),Undirected,['representative'],['representative']
144,2,194,107693,Shulgi.47.08.09 (us2 year),Directed,['source'],['representative']
145,2,3,107700,Shulgi.47.10.12 (us2 year),Directed,['source'],['recipient']
146,2,11,107702,Shulgi.47.10.16 (us2 year),Undirected,['source'],['representative']
147,2,623,107702,Shulgi.47.10.16 (us2 year),Undirected,['source'],['intermediary']
148,11,623,107702,Shulgi.47.10.16 (us2 year),Undirected,['representative'],['intermediary']
149,2,11,107705,Shulgi.47.10.25 (us2 year),Directed,['source'],['representative']
150,2,3,107709,Shulgi.48.06.25 (us2-us2 year),Directed,['source'],['recipient']
151,2,392,107710,Shulgi.48.06.25,Directed,['source'],['representative']
152,2,3,107712,Shulgi.48.07.14,Directed,['source'],['recipient']
153,2,3,107714,Shulgi.48.07.26,Directed,['source'],['recipient']
154,2,3,107718,Shulgi.48.08.25,Directed,['source'],['recipient']
155,2,3,107721,Shulgi.48.09.15,Directed,['source'],['recipient']
156,2,3,107722,Shulgi.48.09.26,Directed,['source'],['recipient']
157,2,3,107723,Shulgi.48.10.02,Directed,['source'],['recipient']
158,2,3,107744,Amar-Suen.01.05.26,Directed,['source'],['recipient']
159,2,3,107763,Amar-Suen.02.01.18 (us2 year),Directed,['source'],['recipient']
160,2,3,107764,Amar-Suen.02.02.06,Directed,['source'],['recipient']
161,2,3,107779,Amar-Suen.03.01.13,Directed,['source'],['recipient']
162,2,3,107780,Amar-Suen.03.01.18,Directed,['source'],['recipient']
163,2,3,107782,Amar-Suen.03.03.02,Directed,['source'],['recipient']
164,10,2,107783,Amar-Suen.03.03.14,Directed,['source'],['recipient']
165,2,28,107788,Amar-Suen.03.06.06,Directed,['source'],['recipient']
166,2,28,107789,Amar-Suen.03.06.08,Directed,['source'],['recipient']
167,2,28,107790,Amar-Suen.03.07.02,Directed,['source'],['recipient']
168,2,28,107791,Amar-Suen.03.07.10,Directed,['source'],['recipient']
169,2,28,107793,Amar-Suen.03.09.08,Directed,['source'],['recipient']
170,10,2,107794,Amar-Suen.03.09.12,Directed,['source'],['recipient']
171,10,2,107829,Amar-Suen.05.04.30,Directed,['source'],['recipient']
172,2,28,107863,Amar-Suen.06.05.21,Directed,['source'],['recipient']
173,2,141,107913,Amar-Suen.09.11.20,Undirected,['source'],['representative']
174,2,541,107913,Amar-Suen.09.11.20,Undirected,['source'],['intermediary']
175,141,541,107913,Amar-Suen.09.11.20,Undirected,['representative'],['intermediary']
176,2,3,107987,Amar-Suen.02.01.27,Directed,['source'],['recipient']
177,2,653,108670,Shu-Suen.06.01.00,Directed,['source'],['representative']
178,238,238,109180,Amar-Suen.03.03.00,Directed,['recipient'],['recipient']
179,2,156,109256,Amar-Suen.01.09.00,Directed,['source'],['representative']
180,10,2,109332,Amar-Suen.01.11.20,Directed,['source'],['recipient']
181,2,3,109520,Shulgi.46.03.26,Directed,['source'],['recipient']
182,2,3,109523,Shulgi.46.04.24,Directed,['source'],['recipient']
183,2,3,109524,Shulgi.46.03.27,Directed,['source'],['recipient']
184,2,3,109525,Shulgi.46.05.21,Directed,['source'],['recipient']
185,2,3,109532,Shulgi.47.01.18 (us2 year),Directed,['source'],['recipient']
186,2,3,109537,Shulgi.47.03.12 (us2 year),Directed,['source'],['recipient']
187,2,3,109538,Shulgi.47.03.23 (us2 year),Directed,['source'],['recipient']
188,9,2,109539,Shulgi.47.04.00 (us2 year),Directed,['source'],['recipient']
189,2,3,109541,Shulgi.47.04.23 (us2 year),Directed,['source'],['recipient']
190,2,3,109542,Shulgi.47.05.10 (us2 year),Directed,['source'],['recipient']
191,2,3,109543,Shulgi.47.05.13 (us2 year),Directed,['source'],['recipient']
192,2,3,109546,Shulgi.47.07.28 (us2 year),Directed,['source'],['recipient']
193,2,3,109547,Shulgi.47.08.23 (us2 year),Directed,['source'],['recipient']
194,2,3,109547,Shulgi.47.08.23 (us2 year),Directed,['source'],['recipient']
195,2,3,109548,Shulgi.47.09.14 (us2 year),Directed,['source'],['recipient']
196,2,3,109549,Shulgi.47.09.27 (us2 year),Directed,['source'],['recipient']
197,2,3,109550,Shulgi.47.10.12 (us2 year),Directed,['source'],['recipient']
198,2,3,109554,Shulgi.47.11.20 (us2 year),Directed,['source'],['recipient']
199,10,2,109575,Amar-Suen.01.12.05,Directed,['source'],['recipient']
200,10,2,109578,Amar-Suen.01.12.22,Directed,['source'],['recipient']
201,2,3,109583,Amar-Suen.02.03.24,Directed,['source'],['recipient']
202,2,3,109587,Amar-Suen.02.05.23,Directed,['source'],['recipient']
203,2,3,109588,Amar-Suen.02.05.24,Directed,['source'],['recipient']
204,2,3,109606,Amar-Suen.02.12.20,Directed,['source'],['recipient']
205,147,2,109613,Amar-Suen.03.07.16,Directed,['source'],['recipient']
206,2,28,109615,Amar-Suen.03.10.08,Directed,['source'],['recipient']
207,2,28,109622,Amar-Suen.04.02.16 (us2 year),Directed,['source'],['recipient']
208,2,28,109651,Amar-Suen.05.02.01,Directed,['source'],['recipient']
209,2,28,109692,Amar-Suen.06.02.01,Directed,['source'],['recipient']
210,2,28,109695,Amar-Suen.06.02.29,Directed,['source'],['recipient']
211,2,28,109696,Amar-Suen.06.03.02,Directed,['source'],['recipient']
212,2,28,109708,Amar-Suen.06.09.14,Directed,['source'],['recipient']
213,2,28,109715,Amar-Suen.06.12.06,Directed,['source'],['recipient']
214,2,28,109717,Amar-Suen.06.12.14,Directed,['source'],['recipient']
215,2,28,109718,Amar-Suen.06.12.19,Directed,['source'],['recipient']
216,2,28,109752,Amar-Suen.08.03.23,Directed,['source'],['recipient']
217,2,28,109754,Amar-Suen.08.04.16,Directed,['source'],['recipient']
218,2,28,109761,Amar-Suen.08.09.03,Directed,['source'],['recipient']
219,2,28,109762,Amar-Suen.08.12.17,Directed,['source'],['recipient']
220,2,689,111903,Shu-Suen.08.02.05,Undirected,['source'],['representative']
221,2,690,111903,Shu-Suen.08.02.05,Undirected,['source'],['representative']
222,689,690,111903,Shu-Suen.08.02.05,Undirected,['representative'],['representative']
223,2,3,111973,Shulgi.47.01.22 (us2 year),Directed,['source'],['recipient']
224,2,3,111975,Shulgi.48.07.05,Directed,['source'],['recipient']
225,110,2,111986,Amar-Suen.06.09.22,Directed,['source'],['recipient']
226,10,2,112170,Amar-Suen.07.08.23,Directed,['source'],['recipient']
227,10,2,112183,Amar-Suen.05.05.13,Directed,['source'],['recipient']
228,2,3,112232,Shulgi.46.06.23,Directed,['source'],['recipient']
229,2,3,112244,Shulgi.47.09.01 (us2 year),Directed,['source'],['recipient']
230,2,3,112250,Shulgi.47.11.22 (us2 year),Directed,['source'],['recipient']
231,2,28,112261,Amar-Suen.06.06.01,Directed,['source'],['recipient']
232,9,2,112277,Amar-Suen.01.05.24,Directed,['source'],['recipient']
233,9,2,112314,Shulgi.47.08.00 (us2 year),Directed,['source'],['recipient']
234,2,3,112418,Shulgi.46.10.15,Directed,['source'],['recipient']
235,2,3,113158,Amar-Suen.03.04.01,Directed,['source'],['recipient']
236,2,28,113159,Amar-Suen.03.06.05,Directed,['source'],['recipient']
237,2,3,113595,Shulgi.48.09.10,Directed,['source'],['recipient']
238,2,3,113622,Shulgi.46.12.02,Directed,['source'],['recipient']
239,2,3,113626,Amar-Suen.02.06.20,Directed,['source'],['recipient']
240,2,26,113886,Ibbi-Suen.02.04.00,Directed,['source'],['representative']
241,2,2,113889,--.--.03.16 (us2 year),Directed,['source'],['source']
242,2,3,114060,Shulgi.47.11.21 (us2 year),Directed,['source'],['recipient']
243,2,3,114071,Shulgi.47.03.19 (us2 year),Directed,['source'],['recipient']
244,45,2,115400,Shulgi.44.04.00,Directed,['source'],['recipient']
245,10,2,115414,Amar-Suen.01.09.19,Directed,['source'],['recipient']
246,10,2,115415,Amar-Suen.01.09.24,Directed,['source'],['recipient']
247,10,2,115416,Amar-Suen.01.09.28,Directed,['source'],['recipient']
248,10,2,115417,Amar-Suen.01.09.02,Directed,['source'],['recipient']
249,10,2,115424,Amar-Suen.02.02.11,Directed,['source'],['recipient']
250,10,2,115425,Amar-Suen.02.03.04,Directed,['source'],['recipient']
251,10,2,115430,Amar-Suen.02.09.22,Directed,['source'],['recipient']
252,10,2,115431,Amar-Suen.02.11.03,Directed,['source'],['recipient']
253,10,2,115479,Amar-Suen.04.02.16,Directed,['source'],['recipient']
254,2,3,115839,Shulgi.47.11.18 (us2 year),Directed,['source'],['recipient']
255,10,2,115937,"Amar-Suen.02.03.07, Amar-Suen.02.03.27",Directed,['source'],['recipient']
256,2,11,116173,Amar-Suen.03.02.16,Undirected,['source'],['representative']
257,2,137,116173,Amar-Suen.03.02.16,Undirected,['source'],['intermediary']
258,11,137,116173,Amar-Suen.03.02.16,Undirected,['representative'],['intermediary']
259,2,3,116829,Shulgi.46.03.01,Directed,['source'],['recipient']
260,2,3,116831,Shulgi.47.05.23 (us2 year),Directed,['source'],['recipient']
261,2,3,116832,Shulgi.48.06.13 (us2-us2 year),Directed,['source'],['recipient']
262,2,3,116834,Amar-Suen.01.12.21,Directed,['source'],['recipient']
263,2,3,116838,Amar-Suen.02.01.21 (us2 year),Directed,['source'],['recipient']
264,2,3,116841,Amar-Suen.02.00.19,Directed,['source'],['recipient']
265,2,28,116846,Amar-Suen.03.10.07,Directed,['source'],['recipient']
266,2,28,116847,Amar-Suen.04.08.08,Directed,['source'],['recipient']
267,9,2,117214,Shulgi.48.07.00,Directed,['source'],['recipient']
268,277,2,117263,Ibbi-Suen.01.04.00,Directed,['source'],['recipient']
269,10,2,117267,--.--.--.27,Directed,['source'],['recipient']
270,2,11,117302,Amar-Suen.01.09.21,Undirected,['source'],['representative']
271,2,137,117302,Amar-Suen.01.09.21,Undirected,['source'],['intermediary']
272,11,137,117302,Amar-Suen.01.09.21,Undirected,['representative'],['intermediary']
273,2,11,117304,"Amar-Suen.01.12.23, Amar-Suen.01.12.27",Directed,['source'],['representative']
274,2,11,117510,Shulgi.48.08.12,Undirected,['source'],['representative']
275,2,137,117510,Shulgi.48.08.12,Undirected,['source'],['intermediary']
276,11,137,117510,Shulgi.48.08.12,Undirected,['representative'],['intermediary']
277,2,3,117582,Shulgi.46.04.22,Directed,['source'],['recipient']
278,9,2,117589,"Shulgi.48.10.01, Shulgi.48.10.20",Directed,['source'],['recipient']
279,2,3,118299,Amar-Suen.01.09.11,Directed,['source'],['recipient']
280,277,2,118345,Ibbi-Suen.01.08.01,Directed,['source'],['recipient']
281,2,137,118474,Amar-Suen.01.05.29,Undirected,['source'],['intermediary']
282,2,182,118474,Amar-Suen.01.05.29,Undirected,['source'],['representative']
283,137,182,118474,Amar-Suen.01.05.29,Undirected,['intermediary'],['representative']
284,2,3,118496,Shulgi.47.04.00 (us2 year),Directed,['source'],['recipient']
285,2,9,118575,Shulgi.47.10.18 (us2 year),Directed,['source'],['recipient']
286,2,28,118581,Amar-Suen.03.06.28,Directed,['source'],['recipient']
287,2,82,118593,Amar-Suen.02.03.14,Directed,['source'],['representative']
288,2,3,118597,Shulgi.47.02.28 (us2 year) ?,Directed,['source'],['recipient']
289,2,3,118601,Amar-Suen.01.06.04,Directed,['source'],['recipient']
290,2,3,118602,Amar-Suen.01.12.28,Directed,['source'],['recipient']
291,2,84,118603,Amar-Suen.01.03.23,Directed,['source'],['representative']
292,2,3,118609,Amar-Suen.02.12.25,Directed,['source'],['recipient']
293,2,3,122545,Amar-Suen.02.04.01,Directed,['source'],['recipient']
294,2,3,122552,Amar-Suen.01.03.04,Directed,['source'],['recipient']
295,2,3,122562,Shulgi.47.03.20 (us2 year),Directed,['source'],['recipient']
296,10,2,122592,Amar-Suen.02.04.02,Directed,['source'],['recipient']
297,2,3,122595,Amar-Suen.01.08.05,Directed,['source'],['recipient']
298,74,74,122659,Shulgi.46.04.17,Undirected,['representative'],['representative']
299,2,3,122705,Shulgi.47.03.18 (us2 year),Directed,['source'],['recipient']
300,2,3,122712,Shulgi.48.01.10,Directed,['source'],['recipient']
301,2,11,122735,Amar-Suen.06.09.23,Directed,['source'],['representative']
302,2,3,122754,Amar-Suen.02.12.06,Directed,['source'],['recipient']
303,2,3,122764,Shulgi.47.05.10 (us2 year),Directed,['source'],['recipient']
304,2,3,122779,Shulgi.47.05.13 (us2 year),Directed,['source'],['recipient']
305,10,2,122931,Amar-Suen.05.11.15,Directed,['source'],['recipient']
306,2,3,123247,Shulgi.46.09.26,Directed,['source'],['recipient']
307,2,3,123257,Shulgi.46.08.24,Directed,['source'],['recipient']
308,2,3,123260,Shulgi.46.09.21,Directed,['source'],['recipient']
309,2,9,123274,Shulgi.47.10.28 (us2 year),Directed,['source'],['recipient']
310,2,9,123303,Shulgi.46.03.29,Directed,['source'],['recipient']
311,9,2,123387,Shulgi.48.09.00,Directed,['source'],['recipient']
312,2,3,123394,Shulgi.47.01.20 (us2 year),Directed,['source'],['recipient']
313,2,3,123395,Shulgi.47.11.10 (us2 year),Directed,['source'],['recipient']
314,9,2,123433,Shulgi.46.04.00,Directed,['source'],['recipient']
315,2,3,123557,Shulgi.48.01.01,Directed,['source'],['recipient']
316,2,3,123585,Shulgi.47.11.07 (us2 year),Directed,['source'],['recipient']
317,2,392,123603,Shulgi.47.06.14 (us2 year),Directed,['source'],['representative']
318,2,3,123614,Shulgi.47.10.03 (us2 year),Directed,['source'],['recipient']
319,2,3,123634,Shulgi.48.10.30,Directed,['source'],['recipient']
320,2,3,123639,Shulgi.47.02.06 (us2 year),Directed,['source'],['recipient']
321,2,74,123651,Shulgi.46.10.17,Directed,['source'],['representative']
322,2,3,123687,Shulgi.--.11.20,Directed,['source'],['recipient']
323,2,3,123732,Amar-Suen.01.01.06,Directed,['source'],['recipient']
324,2,3,123733,Amar-Suen.01.03.21,Directed,['source'],['recipient']
325,2,3,123734,Amar-Suen.02.03.02,Directed,['source'],['recipient']
326,2,3,123735,Amar-Suen.02.05.26,Directed,['source'],['recipient']
327,2,3,123736,Amar-Suen.02.07.14,Directed,['source'],['recipient']
328,2,3,123738,Amar-Suen.02.10.26,Directed,['source'],['recipient']
329,2,3,123739,Amar-Suen.02.11.16,Directed,['source'],['recipient']
330,2,619,123742,Amar-Suen.03.02.00,Directed,['source'],['representative']
331,2,3,123743,Amar-Suen.03.03.09,Directed,['source'],['recipient']
332,2,28,123744,Amar-Suen.03.05.13,Directed,['source'],['recipient']
333,2,28,123747,Amar-Suen.03.08.11,Directed,['source'],['recipient']
334,2,28,123748,Amar-Suen.03.08.18,Directed,['source'],['recipient']
335,2,28,123749,Amar-Suen.03.09.02,Directed,['source'],['recipient']
336,9,2,123844,Amar-Suen.01.05.27,Directed,['source'],['recipient']
337,10,2,123849,Amar-Suen.02.01.22,Directed,['source'],['recipient']
338,10,2,123864,Amar-Suen.03.03.15,Directed,['source'],['recipient']
339,10,2,123888,Amar-Suen.04.06.22,Directed,['source'],['recipient']
340,10,2,123906,Amar-Suen.05.01.30,Directed,['source'],['recipient']
341,10,2,123907,Amar-Suen.05.02.02,Directed,['source'],['recipient']
342,10,2,124086,Amar-Suen.08.08.15,Directed,['source'],['recipient']
343,2,3,124210,Amar-Suen.01.10.23,Directed,['source'],['recipient']
344,2,3,124211,Amar-Suen.02.04.02,Directed,['source'],['recipient']
345,2,28,124214,Amar-Suen.05.09.23,Directed,['source'],['recipient']
346,2,28,124215,Amar-Suen.06.04.30,Directed,['source'],['recipient']
347,2,28,124216,Amar-Suen.06.06.08,Directed,['source'],['recipient']
348,2,28,124217,Amar-Suen.06.06.21,Directed,['source'],['recipient']
349,2,636,124223,Amar-Suen.08.04.06,Directed,['source'],['recipient']
350,2,28,124224,Amar-Suen.08.05.06,Directed,['source'],['recipient']
351,2,11,124225,Amar-Suen.09.06.10,Undirected,['source'],['representative']
352,2,541,124225,Amar-Suen.09.06.10,Undirected,['source'],['intermediary']
353,11,541,124225,Amar-Suen.09.06.10,Undirected,['representative'],['intermediary']
354,2,84,124458,Shulgi.46.09.10,Directed,['source'],['representative']
355,2,11,124459,Shulgi.46.05.15,Undirected,['source'],['representative']
356,2,74,124459,Shulgi.46.05.15,Undirected,['source'],['representative']
357,11,74,124459,Shulgi.46.05.15,Undirected,['representative'],['representative']
358,2,9,124471,Shulgi.46.05.00,Directed,['source'],['recipient']
359,2,3,124475,Shulgi.47.01.02 (us2 year),Directed,['source'],['recipient']
360,2,3,124476,Shulgi.47.05.16 (us2 year),Directed,['source'],['recipient']
361,2,3,124477,Shulgi.47.07.26 (us2 year),Directed,['source'],['recipient']
362,2,3,124478,Shulgi.47.12.07 (us2 year),Directed,['source'],['recipient']
363,2,3,124479,Shulgi.48.09.23,Directed,['source'],['recipient']
364,2,3,124480,Shulgi.48.09.22,Directed,['source'],['recipient']
365,10,2,124512,Amar-Suen.01.11.16,Directed,['source'],['recipient']
366,10,2,124513,Amar-Suen.02.09.16,Directed,['source'],['recipient']
367,10,2,124514,Amar-Suen.05.08.10,Directed,['source'],['recipient']
368,2,28,124537,Amar-Suen.03.10.24,Directed,['source'],['recipient']
369,2,11,124636,Shulgi.46.08.03,Directed,['source'],['representative']
