id,source,target,p_index,year,type,source's role,target's role
6471,79,28,124256,Amar-Suen.05.11.02,Directed,['source'],['recipient']
6472,79,304,124257,Amar-Suen.05.12.17,Directed,['source'],['intermediary']
6473,79,28,124257,Amar-Suen.05.12.17,Directed,['source'],['recipient']
6474,304,28,124257,Amar-Suen.05.12.17,Directed,['intermediary'],['recipient']
6475,226,28,124265,Amar-Suen.06.09.03,Directed,['source'],['recipient']
6476,71,28,124272,Amar-Suen.06.11.08,Directed,['source'],['recipient']
6477,71,28,124274,Amar-Suen.07.04.06,Directed,['source'],['recipient']
6478,71,28,124275,Amar-Suen.07.05.10,Directed,['source'],['recipient']
6479,71,28,124276,Amar-Suen.07.11.14,Directed,['source'],['recipient']
6480,71,28,124278,Amar-Suen.08.04.22,Directed,['source'],['recipient']
6481,152,28,124308,Amar-Suen.08.09.05,Directed,['source'],['recipient']
6482,152,28,124310,Amar-Suen.08.09.13,Directed,['source'],['recipient']
6483,152,28,124311,Amar-Suen.08.10.03,Directed,['source'],['recipient']
6484,42,28,124536,Amar-Suen.04.01.22 (us2 year),Directed,['source'],['recipient']
6485,105,28,124554,Shu-Suen.01.10.11,Directed,['source'],['recipient']
6486,85,28,125569,Amar-Suen.07.04.16,Directed,['source'],['recipient']
6487,152,28,125570,Amar-Suen.08.12.04,Directed,['source'],['recipient']
6488,152,28,125575,Amar-Suen.08.06.22,Directed,['source'],['recipient']
6489,42,156,125822,"Shu-Suen.02.06.01, Shu-Suen.02.06.29",Directed,['source'],['intermediary']
6490,42,28,125822,"Shu-Suen.02.06.01, Shu-Suen.02.06.29",Directed,['source'],['recipient']
6491,156,28,125822,"Shu-Suen.02.06.01, Shu-Suen.02.06.29",Directed,['intermediary'],['recipient']
6492,93,28,125942,"Shu-Suen.08.01.01, Shu-Suen.08.01.30",Directed,['source'],['recipient']
6493,252,28,126196,Shu-Suen.04.01.14 (us2 year),Directed,['source'],['recipient']
6494,120,28,126325,Shu-Suen.05.03.28 (us2 year),Directed,['source'],['recipient']
6495,31,28,126362,Amar-Suen.08.04.09,Directed,['source'],['recipient']
6496,85,28,126365,Amar-Suen.04.02.10 (us2 year),Directed,['source'],['recipient']
6497,79,28,126366,--.--.11.22,Directed,['source'],['recipient']
6498,93,28,126373,Shu-Suen.03.11.03,Directed,['source'],['recipient']
6499,79,28,126406,Amar-Suen.06.03.29,Directed,['source'],['recipient']
6500,85,28,126451,Amar-Suen.06.06.24,Directed,['source'],['recipient']
6501,79,638,126466,Amar-Suen.09.01.10,Directed,['source'],['intermediary']
6502,79,28,126466,Amar-Suen.09.01.10,Directed,['source'],['recipient']
6503,638,28,126466,Amar-Suen.09.01.10,Directed,['intermediary'],['recipient']
6504,31,28,126471,Amar-Suen.04.06.25,Directed,['source'],['recipient']
6505,85,28,126472,Amar-Suen.03.09.15,Directed,['source'],['recipient']
6506,85,28,126484,Amar-Suen.06.01.23,Directed,['source'],['recipient']
6507,245,28,126489,Amar-Suen.06.11.02,Directed,['source'],['recipient']
6508,31,201,126501,Shu-Suen.02.04.20,Directed,['source'],['intermediary']
6509,31,28,126501,Shu-Suen.02.04.20,Directed,['source'],['recipient']
6510,201,28,126501,Shu-Suen.02.04.20,Directed,['intermediary'],['recipient']
6511,105,28,126525,Shu-Suen.01.08.04,Directed,['source'],['recipient']
6512,71,28,126530,Amar-Suen.06.03.13,Directed,['source'],['recipient']
6513,37,28,126531,"Shu-Suen.07.01.00, Shu-Suen.07.03.00",Directed,['source'],['recipient']
6514,42,28,126622,Shu-Suen.01.11.21,Directed,['source'],['recipient']
6515,93,462,126641,Shu-Suen.--.12.07,Directed,['source'],['intermediary']
6516,93,28,126641,Shu-Suen.--.12.07,Directed,['source'],['recipient']
6517,462,28,126641,Shu-Suen.--.12.07,Directed,['intermediary'],['recipient']
6518,85,28,126659,Amar-Suen.06.08.14,Directed,['source'],['recipient']
6519,28,42,126791,--.11.03.00,Directed,['source'],['recipient']
6520,28,120,126791,--.11.03.00,Directed,['source'],['recipient']
6521,31,28,126800,Amar-Suen.06.02.23,Directed,['source'],['recipient']
6522,85,28,126804,Amar-Suen.07.11.24,Directed,['source'],['recipient']
6523,42,28,126805,Shu-Suen.04.10.05,Directed,['source'],['recipient']
6524,79,894,127465,Amar-Suen.04.12.00,Directed,['source'],['intermediary']
6525,79,28,127465,Amar-Suen.04.12.00,Directed,['source'],['recipient']
6526,894,28,127465,Amar-Suen.04.12.00,Directed,['intermediary'],['recipient']
6527,85,28,127500,Amar-Suen.07.01.00,Directed,['source'],['recipient']
6528,85,28,127502,Amar-Suen.07.01.00,Directed,['source'],['recipient']
6529,245,28,127511,Amar-Suen.07.10.00,Directed,['source'],['recipient']
6530,152,28,127514,Amar-Suen.09.01.00 (us2 year),Directed,['source'],['recipient']
6531,31,28,127543,Amar-Suen.09.12.00,Directed,['source'],['recipient']
6532,31,188,127554,Shu-Suen.02.10.00,Directed,['source'],['intermediary']
6533,31,28,127554,Shu-Suen.02.10.00,Directed,['source'],['recipient']
6534,188,28,127554,Shu-Suen.02.10.00,Directed,['intermediary'],['recipient']
6535,704,28,127558,Shu-Suen.04.11.19,Directed,['source'],['recipient']
6536,120,28,127559,Shu-Suen.05.02.00 (us2 year),Directed,['source'],['recipient']
6537,252,28,127567,Shu-Suen.04.02.00 (us2 year),Directed,['source'],['recipient']
6538,119,28,127568,Shu-Suen.02.02.00,Directed,['source'],['recipient']
6539,245,892,127575,Amar-Suen.05.09.30,Directed,['source'],['intermediary']
6540,245,28,127575,Amar-Suen.05.09.30,Directed,['source'],['recipient']
6541,892,28,127575,Amar-Suen.05.09.30,Directed,['intermediary'],['recipient']
6542,85,28,127581,00.00.07.22 (us2-us2 year),Directed,['source'],['recipient']
6543,152,28,127736,Amar-Suen.08.09.18,Directed,['source'],['recipient']
6544,85,28,128044,Amar-Suen.04.01.24 (us2 year),Directed,['source'],['recipient']
6545,252,28,128121,Shulgi.45.05.30 (us2 year),Directed,['source'],['recipient']
6546,42,28,128183,Amar-Suen.09.11.26,Directed,['source'],['recipient']
6547,85,28,128598,Amar-Suen.04.06.09,Directed,['source'],['recipient']
6548,42,28,128606,Shu-Suen.03.09.25,Directed,['source'],['recipient']
6549,31,28,128612,Amar-Suen.04.07.28,Directed,['source'],['recipient']
6550,93,28,128845,Shu-Suen.05.04.13 (us2 year),Directed,['source'],['recipient']
6551,245,28,128849,Amar-Suen.06.08.25,Directed,['source'],['recipient']
6552,71,28,128850,Amar-Suen.07.12.26,Directed,['source'],['recipient']
6553,239,28,128855,Shu-Suen.01.04.07,Directed,['source'],['recipient']
6554,42,28,128856,Shu-Suen.04.10.23,Directed,['source'],['recipient']
6555,183,28,128857,Shu-Suen.05.02.27 (us2 year),Directed,['source'],['recipient']
6556,71,28,129443,Amar-Suen.07.10.26,Directed,['source'],['recipient']
6557,85,28,129445,Amar-Suen.09.02.10,Directed,['source'],['recipient']
6558,1001,28,129449,"Shu-Suen.03.01.00, Shu-Suen.03.05.00",Directed,['intermediary'],['recipient']
6559,94,94,131596,"Ibbi-Suen.01.12d.00 (intercalated), Ibbi-Suen.02.01.00",Directed,['recipient'],['recipient']
6560,42,28,131893,Amar-Suen.08.07.00,Directed,['source'],['recipient']
6561,71,28,131905,Amar-Suen.08.01.02 (us2 year),Directed,['source'],['recipient']
6562,79,28,131924,Amar-Suen.05.11.22,Directed,['source'],['recipient']
6563,85,28,131949,Amar-Suen.06.10.09,Directed,['source'],['recipient']
6564,42,28,131955,Shu-Suen.03.06.30,Directed,['source'],['recipient']
6565,239,28,131965,Shu-Suen.04.12.18,Directed,['source'],['recipient']
6566,42,28,131967,Shu-Suen.04.09.16,Directed,['source'],['recipient']
6567,85,28,131978,Amar-Suen.04.01.23 (us2 year),Directed,['source'],['recipient']
6568,42,28,131999,Amar-Suen.03.04.27,Directed,['source'],['recipient']
6569,226,28,132030,Amar-Suen.07.03.07,Directed,['source'],['recipient']
6570,79,638,132037,Amar-Suen.05.12.18,Directed,['source'],['intermediary']
6571,79,28,132037,Amar-Suen.05.12.18,Directed,['source'],['recipient']
6572,638,28,132037,Amar-Suen.05.12.18,Directed,['intermediary'],['recipient']
6573,85,28,132039,Amar-Suen.06.09.21,Directed,['source'],['recipient']
6574,239,28,132060,Shu-Suen.01.01.07,Directed,['source'],['recipient']
6575,152,28,132065,Amar-Suen.09.10.28,Directed,['source'],['recipient']
6576,79,304,132066,Amar-Suen.05.06.26,Directed,['source'],['intermediary']
6577,79,28,132066,Amar-Suen.05.06.26,Directed,['source'],['recipient']
6578,304,28,132066,Amar-Suen.05.06.26,Directed,['intermediary'],['recipient']
6579,392,28,132073,Amar-Suen.04.12.00,Directed,['source'],['recipient']
6580,85,28,133957,Amar-Suen.03.01.09,Directed,['source'],['recipient']
6581,31,28,133960,Amar-Suen.05.05.14,Directed,['source'],['recipient']
6582,79,638,133961,Amar-Suen.05.12.19,Directed,['source'],['intermediary']
6583,79,28,133961,Amar-Suen.05.12.19,Directed,['source'],['recipient']
6584,638,28,133961,Amar-Suen.05.12.19,Directed,['intermediary'],['recipient']
6585,42,28,133963,Amar-Suen.06.03.12,Directed,['source'],['recipient']
6586,42,28,133966,Amar-Suen.07.03.02,Directed,['source'],['recipient']
6587,71,28,133967,Amar-Suen.07.04.19,Directed,['source'],['recipient']
6588,71,28,133968,Amar-Suen.07.04.23,Directed,['source'],['recipient']
6589,31,28,133972,Amar-Suen.04.11.08,Directed,['source'],['recipient']
6590,31,188,133974,Shu-Suen.03.04.04 (us2 year),Directed,['source'],['intermediary']
6591,31,28,133974,Shu-Suen.03.04.04 (us2 year),Directed,['source'],['recipient']
6592,188,28,133974,Shu-Suen.03.04.04 (us2 year),Directed,['intermediary'],['recipient']
6593,252,28,133975,Shu-Suen.03.06.14,Directed,['source'],['recipient']
6594,252,28,133976,Shu-Suen.03.10.18,Directed,['source'],['recipient']
6595,120,28,133977,Shu-Suen.05.03.09 (us2 year),Directed,['source'],['recipient']
6596,31,28,134989,Amar-Suen.04.07.17,Directed,['source'],['recipient']
6597,79,28,134991,Amar-Suen.05.12.27,Directed,['source'],['recipient']
6598,85,28,134995,Amar-Suen.06.01.22,Directed,['source'],['recipient']
6599,42,28,134996,Amar-Suen.07.04.22,Directed,['source'],['recipient']
6600,71,28,134997,Amar-Suen.07.07.02,Directed,['source'],['recipient']
6601,31,28,134998,Amar-Suen.07.11.01,Directed,['source'],['recipient']
6602,42,28,135000,Amar-Suen.08.01.25,Directed,['source'],['recipient']
6603,31,28,135006,Amar-Suen.04.12.11,Directed,['source'],['recipient']
6604,42,28,135008,Shu-Suen.01.06.10,Directed,['source'],['recipient']
6605,31,201,135009,Shu-Suen.02.07.12,Directed,['source'],['intermediary']
6606,31,28,135009,Shu-Suen.02.07.12,Directed,['source'],['recipient']
6607,201,28,135009,Shu-Suen.02.07.12,Directed,['intermediary'],['recipient']
6608,31,188,135010,Shu-Suen.02.09.24,Directed,['source'],['intermediary']
6609,31,28,135010,Shu-Suen.02.09.24,Directed,['source'],['recipient']
6610,188,28,135010,Shu-Suen.02.09.24,Directed,['intermediary'],['recipient']
6611,31,188,135011,Shu-Suen.02.09.00,Directed,['source'],['intermediary']
6612,31,28,135011,Shu-Suen.02.09.00,Directed,['source'],['recipient']
6613,188,28,135011,Shu-Suen.02.09.00,Directed,['intermediary'],['recipient']
6614,42,28,135012,Shu-Suen.05.06.19,Directed,['source'],['recipient']
6615,239,28,135013,Shu-Suen.04.02.17 (us2 year),Directed,['source'],['recipient']
6616,239,28,135015,Shu-Suen.04.10.18,Directed,['source'],['recipient']
6617,120,28,135016,Shu-Suen.05.04.03 (us2 year),Directed,['source'],['recipient']
6618,91,156,135017,"Shu-Suen.06.04.27, Shu-Suen.06.04.30",Directed,['source'],['intermediary']
6619,91,28,135017,"Shu-Suen.06.04.27, Shu-Suen.06.04.30",Directed,['source'],['recipient']
6620,156,28,135017,"Shu-Suen.06.04.27, Shu-Suen.06.04.30",Directed,['intermediary'],['recipient']
6621,28,32,135124,Shu-Suen.07.11.15,Undirected,['intermediary'],['source']
6622,28,253,135124,Shu-Suen.07.11.15,Undirected,['intermediary'],['intermediary']
6623,32,253,135124,Shu-Suen.07.11.15,Undirected,['source'],['intermediary']
6624,335,335,135128,"Shu-Suen.08.12.07, Shu-Suen.08.12.10",Undirected,['intermediary'],['intermediary']
6625,42,28,136052,Amar-Suen.08.10.14,Directed,['source'],['recipient']
6626,71,28,136065,Amar-Suen.07.04.13,Directed,['source'],['recipient']
6627,239,28,136069,Shu-Suen.05.01.15 (us2 year),Directed,['source'],['recipient']
6628,85,28,143962,Amar-Suen.03.12.08,Directed,['source'],['recipient']
6629,85,28,143976,Amar-Suen.04.05.29 (us2 year),Directed,['source'],['recipient']
6630,85,28,144193,Amar-Suen.06.11.01,Directed,['source'],['recipient']
6631,85,28,144261,Amar-Suen.07.04.09,Directed,['source'],['recipient']
6632,42,28,144420,Shu-Suen.01.11.20,Directed,['source'],['recipient']
6633,85,28,200522,00.00.05.17,Directed,['source'],['recipient']
6634,42,28,201055,Amar-Suen.03.06.20,Directed,['source'],['recipient']
6635,42,28,201057,Amar-Suen.06.05.04,Directed,['source'],['recipient']
6636,183,28,201058,Shu-Suen.04.11.07,Directed,['source'],['recipient']
6637,239,28,201059,Shu-Suen.04.08.09,Directed,['source'],['recipient']
6638,239,28,201061,Shu-Suen.04.12.27,Directed,['source'],['recipient']
6639,42,28,201490,Amar-Suen.08.03.16,Directed,['source'],['recipient']
6640,42,28,201497,00.00.11.23,Directed,['source'],['recipient']
6641,79,304,210115,Amar-Suen.05.05.13,Directed,['source'],['intermediary']
6642,79,28,210115,Amar-Suen.05.05.13,Directed,['source'],['recipient']
6643,304,28,210115,Amar-Suen.05.05.13,Directed,['intermediary'],['recipient']
6644,85,28,210126,Amar-Suen.04.03.05,Directed,['source'],['recipient']
6645,31,28,210314,Amar-Suen.06.03.01,Directed,['source'],['recipient']
6646,245,28,210344,Amar-Suen.06.04.01,Directed,['source'],['recipient']
6647,71,28,210379,Amar-Suen.07.04.27,Directed,['source'],['recipient']
6648,31,28,210461,Amar-Suen.08.01.02 (us2 year),Directed,['source'],['recipient']
6649,152,28,210469,Amar-Suen.08.10.27,Directed,['source'],['recipient']
6650,120,28,210499,Shu-Suen.05.01.18 (us2 year),Directed,['source'],['recipient']
6651,252,28,210501,Shu-Suen.04.01.22 (us2 year),Directed,['source'],['recipient']
6652,118,28,210515,Shu-Suen.02.01.00 (us2 year),Directed,['source'],['recipient']
6653,31,201,218146,Shu-Suen.03.01.27 (us2 year),Directed,['source'],['intermediary']
6654,31,28,218146,Shu-Suen.03.01.27 (us2 year),Directed,['source'],['recipient']
6655,201,28,218146,Shu-Suen.03.01.27 (us2 year),Directed,['intermediary'],['recipient']
6656,245,28,218147,Amar-Suen.07.08.19,Directed,['source'],['recipient']
6657,85,28,235071,Amar-Suen.04.07.10,Directed,['source'],['recipient']
6658,28,32,292477,Shu-Suen.09.01.14,Undirected,['intermediary'],['source']
6659,28,1075,292477,Shu-Suen.09.01.14,Undirected,['intermediary'],['intermediary']
6660,32,1075,292477,Shu-Suen.09.01.14,Undirected,['source'],['intermediary']
6661,245,28,303407,Amar-Suen.08.07.18,Directed,['source'],['intermediary']
6662,42,28,303475,Amar-Suen.03.04.13,Directed,['source'],['recipient']
6663,85,28,303476,Amar-Suen.03.09.12,Directed,['source'],['recipient']
6664,85,28,303484,Amar-Suen.08.04.03,Directed,['source'],['recipient']
6665,42,28,303490,Amar-Suen.08.04.09,Directed,['source'],['recipient']
6666,226,28,303502,Amar-Suen.08.09.10,Directed,['source'],['recipient']
6667,85,28,303520,Amar-Suen.09.06.01,Directed,['source'],['recipient']
6668,42,28,303522,Amar-Suen.04.07.04,Directed,['source'],['recipient']
6669,42,28,303524,Amar-Suen.06.02.09,Directed,['source'],['recipient']
6670,31,28,303526,Amar-Suen.05.03.28,Directed,['source'],['recipient']
6671,31,28,303531,Amar-Suen.07.11.15,Directed,['source'],['recipient']
6672,42,28,303540,Amar-Suen.07.06.13,Directed,['source'],['recipient']
6673,42,28,303560,--.--.07.17 (us2 year),Directed,['source'],['recipient']
6674,42,28,303625,Shu-Suen.03.06.04,Directed,['source'],['recipient']
6675,298,28,303678,Shu-Suen.05.12.00 (us2 year),Directed,['source'],['recipient']
6676,239,28,303769,Shu-Suen.04.11.01,Directed,['source'],['recipient']
6677,42,28,303771,"00.00.12.03, 00.00.01.03 ?",Directed,['source'],['recipient']
6678,85,28,303778,Amar-Suen.04.06.13,Directed,['source'],['recipient']
6679,42,28,303779,Amar-Suen.08.02.13,Directed,['source'],['recipient']
6680,42,28,303780,Amar-Suen.03.01.02,Directed,['source'],['recipient']
6681,42,28,303789,Amar-Suen.06.04.05,Directed,['source'],['recipient']
6682,85,28,303790,Amar-Suen.03.08.16,Directed,['source'],['recipient']
6683,71,28,303792,Amar-Suen.08.04.15,Directed,['source'],['recipient']
6684,226,28,303797,Amar-Suen.08.03.28,Directed,['source'],['recipient']
6685,239,28,303805,Shu-Suen.04.10.20,Directed,['source'],['recipient']
6686,85,28,303810,Amar-Suen.08.09.01,Directed,['source'],['recipient']
6687,120,28,303832,Shu-Suen.06.01.18 (us2-us2 year),Directed,['source'],['recipient']
6688,31,28,320516,Amar-Suen.05.05.13,Directed,['source'],['recipient']
6689,31,28,320556,Amar-Suen.03.12.10,Directed,['source'],['recipient']
6690,31,28,320603,Amar-Suen.04.05.22,Directed,['source'],['recipient']
6691,31,28,320606,Amar-Suen.05.08.13,Directed,['source'],['recipient']
6692,42,156,320613,Shu-Suen.02.10.27,Directed,['source'],['intermediary']
6693,42,28,320613,Shu-Suen.02.10.27,Directed,['source'],['recipient']
6694,156,28,320613,Shu-Suen.02.10.27,Directed,['intermediary'],['recipient']
6695,31,28,320627,Amar-Suen.06.08.16,Directed,['source'],['recipient']
6696,275,28,320629,Shu-Suen.04.03.20 (us2 year),Directed,['source'],['recipient']
6697,42,28,320671,Amar-Suen.06.10.12,Directed,['source'],['recipient']
6698,189,28,320674,Amar-Suen.04.10.08,Directed,['source'],['recipient']
6699,31,28,320676,Amar-Suen.05.06.02,Directed,['source'],['recipient']
6700,42,28,320682,Shu-Suen.03.07.03,Directed,['source'],['recipient']
6701,31,28,320731,Amar-Suen.04.12.28,Directed,['source'],['recipient']
6702,298,28,320734,Shu-Suen.05.04.08 (us2 year),Directed,['source'],['recipient']
6703,42,28,320736,Amar-Suen.04.03.-- (us2 year),Directed,['source'],['recipient']
6704,252,28,320738,Shu-Suen.04.06.15 (us2 year),Directed,['source'],['recipient']
6705,42,28,320751,Amar-Suen.03.08.13,Directed,['source'],['recipient']
6706,31,28,320805,Amar-Suen.04.07.03,Directed,['source'],['recipient']
6707,79,28,320806,Amar-Suen.06.02.14,Directed,['source'],['recipient']
6708,239,28,320818,Shu-Suen.04.03.06,Directed,['source'],['recipient']
6709,31,28,320821,Amar-Suen.04.07.27,Directed,['source'],['recipient']
6710,42,28,320829,Amar-Suen.06.10.30,Directed,['source'],['recipient']
6711,42,28,320858,Amar-Suen.04.07.30,Directed,['source'],['recipient']
6712,298,28,320860,Shu-Suen.05.02.10 (us2 year) ?,Directed,['source'],['recipient']
6713,71,28,320862,Amar-Suen.07.03.07,Directed,['source'],['recipient']
6714,120,28,320869,Shu-Suen.05.03.04 (us2 year),Directed,['source'],['recipient']
6715,85,28,320910,Amar-Suen.04.08.12,Directed,['source'],['recipient']
6716,239,28,320912,Shu-Suen.04.07.18 (us2 year),Directed,['source'],['recipient']
6717,85,28,320919,Amar-Suen.06.11.05,Directed,['source'],['recipient']
6718,42,28,320922,Amar-Suen.08.02.12,Directed,['source'],['recipient']
6719,152,28,320936,Amar-Suen.08.11.25,Directed,['source'],['recipient']
6720,152,28,320944,Amar-Suen.08.05.15,Directed,['source'],['recipient']
6721,779,28,320948,Amar-Suen.09.01.04 (us2 year),Directed,['source'],['recipient']
6722,85,28,320964,Amar-Suen.08.03.05,Directed,['source'],['recipient']
6723,85,28,320966,Amar-Suen.03.12.20,Directed,['source'],['recipient']
6724,239,28,320970,Shu-Suen.01.12.16,Directed,['source'],['recipient']
6725,252,28,320976,Shu-Suen.03.11d.00 (intercalated),Directed,['source'],['recipient']
6726,31,188,320983,Shu-Suen.02.07.02,Directed,['source'],['intermediary']
6727,31,28,320983,Shu-Suen.02.07.02,Directed,['source'],['recipient']
6728,188,28,320983,Shu-Suen.02.07.02,Directed,['intermediary'],['recipient']
6729,85,28,320987,Amar-Suen.07.12.30,Directed,['source'],['recipient']
6730,252,28,320993,Shu-Suen.03.11d.14 (intercalated),Directed,['source'],['recipient']
6731,226,28,321008,Amar-Suen.08.12.04,Directed,['source'],['recipient']
6732,85,28,321010,Amar-Suen.06.05.05,Directed,['source'],['recipient']
6733,85,28,321012,Amar-Suen.07.07.09,Directed,['source'],['recipient']
6734,85,28,321013,00.00.03.22,Directed,['source'],['recipient']
6735,31,28,332037,Shu-Suen.05.06.09 (us2 year),Directed,['source'],['recipient']
6736,85,28,332411,Amar-Suen.06.06.03,Directed,['source'],['recipient']
6737,31,28,381732,Amar-Suen.05.01.05 (us2 year),Directed,['source'],['recipient']
6738,31,28,390909,Amar-Suen.04.04.25 (us2 year),Directed,['source'],['recipient']
6739,79,304,390934,Amar-Suen.05.07.10,Directed,['source'],['intermediary']
6740,79,28,390934,Amar-Suen.05.07.10,Directed,['source'],['recipient']
6741,304,28,390934,Amar-Suen.05.07.10,Directed,['intermediary'],['recipient']
6742,298,28,412633,Shu-Suen.05.02.24 (us2 year),Directed,['source'],['recipient']
6743,42,28,416467,Shu-Suen.04.11.17,Directed,['source'],['recipient']
6744,42,28,416482,Amar-Suen.08.04.09,Directed,['source'],['recipient']
6745,120,28,424386,Shu-Suen.04.04.00,Directed,['source'],['recipient']
6746,31,28,429766,Amar-Suen.06.08.17,Directed,['source'],['recipient']
6747,42,28,432671,Amar-Suen.08.06.10,Directed,['source'],['recipient']
6748,31,28,464384,Amar-Suen.06.10.14,Directed,['source'],['recipient']
6749,71,28,469660,Amar-Suen.07.02.00,Directed,['source'],['recipient']
6750,245,28,433586,Amar-Suen.07.10.25,Directed,['source'],['recipient']
6751,85,28,471671,Amar-Suen.06.03.09,Directed,['source'],['recipient']
6752,85,28,453387,Amar-Suen.06.12.03,Directed,['source'],['recipient']
6753,42,28,218021,Shu-Suen.04.08.27,Directed,['source'],['recipient']
6754,31,28,416522,Amar-Suen.05.01.02 (us2 year),Directed,['source'],['recipient']
6755,42,28,406892,Amar-Suen.06.10.26,Directed,['source'],['recipient']
6756,42,28,406897,Amar-Suen.06.06.01,Directed,['source'],['recipient']
6757,31,28,406901,Amar-Suen.07.02.15 ?,Directed,['source'],['recipient']
6758,79,638,406906,Amar-Suen.05.10.24,Directed,['source'],['intermediary']
6759,79,28,406906,Amar-Suen.05.10.24,Directed,['source'],['recipient']
6760,638,28,406906,Amar-Suen.05.10.24,Directed,['intermediary'],['recipient']
6761,31,28,407285,Amar-Suen.03.12.27,Directed,['source'],['recipient']
6762,36,28,407288,Amar-Suen.08.01.12,Directed,['source'],['recipient']
6763,152,28,407294,Amar-Suen.09.09.29,Directed,['source'],['recipient']
6764,42,28,407295,Amar-Suen.05.01.11 (us2 year),Directed,['source'],['recipient']
6765,843,28,407996,Amar-Suen.08.08.20,Directed,['source'],['recipient']
6766,42,28,211671,Amar-Suen.03.06.26,Directed,['source'],['recipient']
6767,85,28,211612,Amar-Suen.04.02.15,Directed,['source'],['recipient']
6768,42,28,211657,Amar-Suen.04.06.17,Directed,['source'],['recipient']
6769,79,638,211694,Amar-Suen.05.12.05,Directed,['source'],['intermediary']
6770,79,28,211694,Amar-Suen.05.12.05,Directed,['source'],['recipient']
6771,638,28,211694,Amar-Suen.05.12.05,Directed,['intermediary'],['recipient']
6772,42,28,211927,Amar-Suen.06.04.22,Directed,['source'],['recipient']
6773,71,28,211962,Amar-Suen.07.01.23,Directed,['source'],['recipient']
6774,71,28,212148,Amar-Suen.07.01.25,Directed,['source'],['recipient']
6775,42,28,211963,Amar-Suen.07.02.17,Directed,['source'],['recipient']
6776,42,28,211661,Amar-Suen.07.03.20,Directed,['source'],['recipient']
6777,71,28,211686,Amar-Suen.08.01.03 (us2 year),Directed,['source'],['recipient']
6778,42,28,211660,Amar-Suen.08.03.26,Directed,['source'],['recipient']
6779,42,28,211714,Shu-Suen.03.08.19,Directed,['source'],['recipient']
6780,31,28,212228,"Shu-Suen.05.08.03, Shu-Suen.05.08.05, Shu-Suen.05.08.10",Directed,['source'],['recipient']
6781,152,28,211613,00.00.00.27,Directed,['source'],['recipient']
6782,79,304,235925,Amar-Suen.05.09.09,Directed,['source'],['intermediary']
6783,79,28,235925,Amar-Suen.05.09.09,Directed,['source'],['recipient']
6784,304,28,235925,Amar-Suen.05.09.09,Directed,['intermediary'],['recipient']
6785,85,28,388080,Amar-Suen.03.08.00,Directed,['source'],['recipient']
6786,96,29,123508,Shulgi.46.10.00,Directed,['new owner'],['recipient']
6787,29,61,125830,Shulgi.46.10.30,Directed,['source'],['intermediary']
6788,30,100,101302,Shulgi.44.02.15,Directed,['new owner'],['recipient']
6789,30,100,104826,"Shulgi.45.01.07 (us2 year), Shulgi.45.01.10 (us2 year)",Directed,['new owner'],['recipient']
6790,30,33,107558,Shulgi.39.04.00,Directed,['new owner'],['recipient']
6791,30,100,113760,Shulgi.44.01.30,Directed,['new owner'],['recipient']
6792,30,100,117047,Shulgi.42.08.05,Directed,['new owner'],['recipient']
6793,30,101,117437,Shulgi.46.04.25 (us2 year),Directed,['new owner'],['recipient']
6794,30,100,118589,Shulgi.44.06.25,Directed,['new owner'],['recipient']
6795,30,100,123231,Shulgi.44.04.19,Directed,['new owner'],['recipient']
6796,45,30,123249,Shulgi.48.09.00,Directed,['source'],['recipient']
6797,30,100,123254,Shulgi.43.09.22,Directed,['new owner'],['recipient']
6798,30,100,123495,Shulgi.43.02.09,Directed,['new owner'],['recipient']
6799,30,100,123595,Shulgi.42.02.00,Directed,['new owner'],['recipient']
6800,30,100,123665,Shulgi.42.01.26,Directed,['new owner'],['recipient']
6801,30,126,123716,Shulgi.36.08.00,Directed,['new owner'],['recipient']
6802,30,903,124425,Shulgi.42.07.15,Directed,['new owner'],['recipient']
6803,30,100,126330,Shulgi.42.06.00,Directed,['new owner'],['recipient']
6804,30,33,126765,Shulgi.32.12.20,Undirected,['new owner'],['representative']
6805,30,101,127829,Shulgi.45.09.29,Directed,['new owner'],['recipient']
6806,30,100,127991,"Shulgi.45.01.20 (us2 year), Shulgi.45.01.27 (us2 year)",Directed,['new owner'],['recipient']
6807,30,97,128392,Shulgi.35.09.00 (us2 year),Directed,['new owner'],['recipient']
6808,30,100,128393,Shulgi.45.03.23 (us2 year),Directed,['new owner'],['recipient']
6809,30,100,128394,Shulgi.44.06.15,Directed,['new owner'],['recipient']
6810,30,100,128397,Shulgi.44.09.00,Directed,['new owner'],['recipient']
6811,30,101,128399,Shulgi.45.08.00,Directed,['new owner'],['recipient']
6812,1006,30,128400,Shulgi.46.06.00,Directed,['source'],['new owner']
6813,30,100,128587,Shulgi.42.06.08,Directed,['new owner'],['recipient']
6814,30,101,128814,Shulgi.45.11.00,Directed,['new owner'],['recipient']
6815,30,100,132068,Shulgi.42.05.28,Directed,['new owner'],['recipient']
6816,30,100,133847,Shulgi.42.01.26,Directed,['new owner'],['recipient']
6817,30,100,133850,Shulgi.44.03.11,Directed,['new owner'],['recipient']
6818,30,100,133851,Shulgi.44.09.06,Directed,['new owner'],['recipient']
6819,30,100,134841,"Shulgi.44.10.13, Shulgi.44.10.00",Directed,['new owner'],['recipient']
6820,30,100,143564,Shulgi.44.06.00,Directed,['new owner'],['recipient']
